State,District,Year,Quater,Registered_users,App_opens
maharashtra,chandrapur district,2021,3,501428,24953314
maharashtra,kolhapur district,2021,3,1201767,30276720
maharashtra,solapur district,2021,3,1380100,90517777
maharashtra,mumbai district,2021,3,1659663,22719084
maharashtra,sindhudurg district,2021,3,182992,8049285
maharashtra,dhule district,2021,3,453563,23874749
maharashtra,wardha district,2021,3,324042,14222066
maharashtra,parbhani district,2021,3,394690,24802131
maharashtra,mumbai suburban district,2021,3,4444495,64351820
maharashtra,hingoli district,2021,3,215433,13648354
maharashtra,ratnagiri district,2021,3,322959,12217296
maharashtra,nanded district,2021,3,718196,42572195
maharashtra,osmanabad district,2021,3,420827,34207354
maharashtra,nagpur district,2021,3,2020264,59516934
maharashtra,buldhana district,2021,3,610959,37781452
maharashtra,nashik district,2021,3,2352259,98434796
maharashtra,akola district,2021,3,415627,18302939
maharashtra,yavatmal district,2021,3,479110,29675311
maharashtra,aurangabad district,2021,3,1671665,80700747
maharashtra,amravati district,2021,3,762967,34351482
maharashtra,washim district,2021,3,232323,15590563
maharashtra,sangli district,2021,3,812828,36928390
maharashtra,gadchiroli district,2021,3,163308,11389807
maharashtra,raigad district,2021,3,1365513,37710413
maharashtra,palghar district,2021,3,1410321,32925198
maharashtra,jalna district,2021,3,477979,33173132
maharashtra,gondia district,2021,3,260029,11333638
maharashtra,ahmednagar district,2021,3,1539300,92999756
maharashtra,pune district,2021,3,7398336,249779063
maharashtra,beed district,2021,3,628912,47304097
maharashtra,satara district,2021,3,961302,43163681
maharashtra,jalgaon district,2021,4,1087090,54643157
maharashtra,latur district,2021,4,719450,42649479
maharashtra,thane district,2021,4,4906492,134242235
maharashtra,bhandara district,2021,4,298697,11690408
maharashtra,nandurbar district,2021,4,250332,11355907
maharashtra,chandrapur district,2021,4,537212,23606587
maharashtra,kolhapur district,2021,4,1282234,52717877
maharashtra,solapur district,2021,4,1475291,99334977
maharashtra,mumbai district,2021,4,1770325,42805095
maharashtra,sindhudurg district,2021,4,195901,4296168
maharashtra,dhule district,2021,4,485968,24495240
maharashtra,wardha district,2021,4,346618,14636917
maharashtra,parbhani district,2021,4,422969,23200712
maharashtra,mumbai suburban district,2021,4,4740546,109361875
maharashtra,hingoli district,2021,4,231679,11737542
maharashtra,ratnagiri district,2021,4,345590,7938110
maharashtra,nanded district,2021,4,769599,45011341
maharashtra,osmanabad district,2021,4,450897,31235487
maharashtra,nagpur district,2021,4,2157149,99886471
maharashtra,buldhana district,2021,4,655296,38436220
maharashtra,nashik district,2021,4,2510393,133427791
maharashtra,akola district,2021,4,445026,21961729
maharashtra,yavatmal district,2021,4,514770,24464792
maharashtra,aurangabad district,2021,4,1786190,111147080
maharashtra,amravati district,2021,4,816701,38104234
maharashtra,washim district,2021,4,249576,13081507
maharashtra,sangli district,2021,4,868213,41662685
maharashtra,gadchiroli district,2021,4,175431,7057618
maharashtra,raigad district,2021,4,1457720,50821939
maharashtra,palghar district,2021,4,1508500,45585256
maharashtra,jalna district,2021,4,513160,30611882
maharashtra,gondia district,2021,4,278573,11623573
maharashtra,ahmednagar district,2021,4,1646991,99905359
maharashtra,pune district,2021,4,7880431,427289734
maharashtra,beed district,2021,4,674258,40582491
maharashtra,satara district,2021,4,1027238,51129773
maharashtra,jalgaon district,2022,1,1156268,72850684
maharashtra,latur district,2022,1,764670,56012514
maharashtra,thane district,2022,1,5196050,36680314
maharashtra,bhandara district,2022,1,317709,17152369
maharashtra,nandurbar district,2022,1,266795,27838113
maharashtra,chandrapur district,2022,1,570979,46226115
maharashtra,kolhapur district,2022,1,1357916,44102892
maharashtra,solapur district,2022,1,1565902,178663433
maharashtra,mumbai district,2022,1,1873643,6937597
maharashtra,sindhudurg district,2022,1,208291,14208273
maharashtra,dhule district,2022,1,517310,42627770
maharashtra,wardha district,2022,1,368011,28821210
maharashtra,parbhani district,2022,1,450092,48613776
maharashtra,mumbai suburban district,2022,1,5017556,20523596
maharashtra,hingoli district,2022,1,247201,28802775
maharashtra,ratnagiri district,2022,1,366636,22168726
maharashtra,nanded district,2022,1,818876,75402365
maharashtra,osmanabad district,2022,1,479545,78950852
maharashtra,nagpur district,2022,1,2286011,62584115
maharashtra,buldhana district,2022,1,698097,72532489
maharashtra,nashik district,2022,1,2661739,123708845
maharashtra,akola district,2022,1,473498,34414449
maharashtra,yavatmal district,2022,1,548600,60532112
maharashtra,aurangabad district,2022,1,1894797,102754741
maharashtra,amravati district,2022,1,868057,58399645
maharashtra,washim district,2022,1,266019,33931899
maharashtra,sangli district,2022,1,921182,74801129
maharashtra,gadchiroli district,2022,1,186967,21889562
maharashtra,raigad district,2022,1,1544883,32504167
maharashtra,palghar district,2022,1,1601518,33545649
maharashtra,jalna district,2022,1,547672,64639245
maharashtra,gondia district,2022,1,296361,20628768
maharashtra,ahmednagar district,2022,1,1749682,162352399
maharashtra,pune district,2022,1,8331582,196168807
maharashtra,beed district,2022,1,717334,87680370
maharashtra,satara district,2022,1,1090181,68117749
maharashtra,jalgaon district,2022,2,1220513,86604210
maharashtra,latur district,2022,2,806328,62442383
maharashtra,thane district,2022,2,5471749,33991836
maharashtra,bhandara district,2022,2,335385,19090974
maharashtra,nandurbar district,2022,2,281849,34195706
maharashtra,chandrapur district,2022,2,602491,54957048
maharashtra,kolhapur district,2022,2,1428752,49114165
maharashtra,solapur district,2022,2,1649511,210685118
maharashtra,mumbai district,2022,2,1972178,6067589
maharashtra,sindhudurg district,2022,2,219513,16161050
maharashtra,dhule district,2022,2,546411,48704498
maharashtra,wardha district,2022,2,387779,34231505
maharashtra,parbhani district,2022,2,475099,60701206
maharashtra,mumbai suburban district,2022,2,5281053,18144066
maharashtra,hingoli district,2022,2,261356,34376077
maharashtra,ratnagiri district,2022,2,386205,27879839
maharashtra,nanded district,2022,2,864519,91285829
maharashtra,osmanabad district,2022,2,505757,89304598
maharashtra,nagpur district,2022,2,2407812,69028954
maharashtra,buldhana district,2022,2,737963,88820070
maharashtra,nashik district,2022,2,2803471,145768720
maharashtra,akola district,2022,2,500054,39236629
maharashtra,yavatmal district,2022,2,579638,73957323
maharashtra,aurangabad district,2022,2,1996927,118912859
maharashtra,amravati district,2022,2,915589,63414291
maharashtra,washim district,2022,2,281323,39129459
maharashtra,sangli district,2022,2,970235,87653019
maharashtra,gadchiroli district,2022,2,197516,26037494
maharashtra,raigad district,2022,2,1626771,36727170
maharashtra,palghar district,2022,2,1689875,35313113
maharashtra,jalna district,2022,2,579234,80567676
maharashtra,gondia district,2022,2,313009,24263083
maharashtra,ahmednagar district,2022,2,1844168,183118960
maharashtra,pune district,2022,2,8757249,209135770
maharashtra,beed district,2022,2,757060,115979666
maharashtra,satara district,2022,2,1148444,77944066
maharashtra,jalgaon district,2022,3,1286175,97532092
maharashtra,latur district,2022,3,848269,63264921
maharashtra,thane district,2022,3,5757165,33263065
maharashtra,bhandara district,2022,3,353174,19465120
maharashtra,nandurbar district,2022,3,296795,34198673
maharashtra,chandrapur district,2022,3,634045,56800651
maharashtra,kolhapur district,2022,3,1502306,47052254
maharashtra,solapur district,2022,3,1733556,228942597
maharashtra,mumbai district,2022,3,2074701,5594171
maharashtra,sindhudurg district,2022,3,229975,15739159
maharashtra,dhule district,2022,3,575813,54322077
maharashtra,wardha district,2022,3,407248,36192835
maharashtra,parbhani district,2022,3,499848,65733280
maharashtra,mumbai suburban district,2022,3,5555095,17750407
maharashtra,hingoli district,2022,3,275473,39256792
maharashtra,ratnagiri district,2022,3,405070,25571739
maharashtra,nanded district,2022,3,910486,98753308
maharashtra,osmanabad district,2022,3,531671,91882360
maharashtra,nagpur district,2022,3,2532986,66164790
maharashtra,buldhana district,2022,3,777977,93279571
maharashtra,nashik district,2022,3,2948824,151235515
maharashtra,akola district,2022,3,526815,44796514
maharashtra,yavatmal district,2022,3,610128,88314496
maharashtra,aurangabad district,2022,3,2101234,124307909
maharashtra,amravati district,2022,3,963982,72957653
maharashtra,washim district,2022,3,296272,43840731
maharashtra,sangli district,2022,3,1019817,93113946
maharashtra,gadchiroli district,2022,3,207786,26316493
maharashtra,raigad district,2022,3,1710945,36872830
maharashtra,palghar district,2022,3,1781265,36549593
maharashtra,jalna district,2022,3,610313,84336941
maharashtra,gondia district,2022,3,329157,25958200
maharashtra,ahmednagar district,2022,3,1940071,199343174
maharashtra,pune district,2022,3,9194074,217143958
maharashtra,beed district,2022,3,796486,119694601
maharashtra,satara district,2022,3,1207605,83121296
maharashtra,jalgaon district,2022,4,1347408,79656163
maharashtra,latur district,2022,4,887351,60177337
maharashtra,thane district,2022,4,6042267,184887911
maharashtra,bhandara district,2022,4,369204,18125226
maharashtra,nandurbar district,2022,4,310094,17119982
maharashtra,chandrapur district,2022,4,662924,36567710
maharashtra,kolhapur district,2022,4,1571012,86481902
maharashtra,solapur district,2022,4,1811044,146728122
maharashtra,mumbai district,2022,4,2178155,63083465
maharashtra,sindhudurg district,2022,4,238677,6295157
maharashtra,dhule district,2022,4,603068,34986063
maharashtra,wardha district,2022,4,425327,26485214
maharashtra,parbhani district,2022,4,522880,32441607
maharashtra,mumbai suburban district,2022,4,5831539,155449376
maharashtra,hingoli district,2022,4,287777,17611932
maharashtra,ratnagiri district,2022,4,421696,11927717
maharashtra,nanded district,2022,4,952368,64607385
maharashtra,osmanabad district,2022,4,555058,47593507
maharashtra,nagpur district,2022,4,2655029,151837643
maharashtra,buldhana district,2022,4,814274,57822754
maharashtra,nashik district,2022,4,3086721,185459628
maharashtra,akola district,2022,4,551450,37011584
maharashtra,yavatmal district,2022,4,636910,41634405
maharashtra,aurangabad district,2022,4,2201353,146821264
maharashtra,amravati district,2022,4,1009815,59560804
maharashtra,washim district,2022,4,309651,21117499
maharashtra,sangli district,2022,4,1065081,70382653
maharashtra,gadchiroli district,2022,4,216959,11342922
maharashtra,raigad district,2022,4,1791713,73942725
maharashtra,palghar district,2022,4,1870957,68958750
maharashtra,jalna district,2022,4,638204,44298600
maharashtra,gondia district,2022,4,343702,19624448
maharashtra,ahmednagar district,2022,4,2027819,148431661
maharashtra,pune district,2022,4,9622338,614868245
maharashtra,beed district,2022,4,832340,60213520
maharashtra,satara district,2022,4,1261863,78647815
maharashtra,jalgaon district,2023,1,1410012,107009647
maharashtra,latur district,2023,1,927949,76927056
maharashtra,thane district,2023,1,6314618,37717587
maharashtra,bhandara district,2023,1,386568,23757706
maharashtra,nandurbar district,2023,1,324445,45901937
maharashtra,chandrapur district,2023,1,693485,70031826
maharashtra,kolhapur district,2023,1,1639701,69294490
maharashtra,solapur district,2023,1,1892509,279137206
maharashtra,mumbai district,2023,1,2276888,5500107
maharashtra,sindhudurg district,2023,1,249054,20400172
maharashtra,dhule district,2023,1,631067,65562712
maharashtra,wardha district,2023,1,444462,49746421
maharashtra,parbhani district,2023,1,547272,72980274
maharashtra,mumbai suburban district,2023,1,6095695,16558562
maharashtra,hingoli district,2023,1,301638,45157514
maharashtra,ratnagiri district,2023,1,440075,39482971
maharashtra,nanded district,2023,1,996734,106121861
maharashtra,osmanabad district,2023,1,580445,99762242
maharashtra,nagpur district,2023,1,2775157,81061975
maharashtra,buldhana district,2023,1,852571,103688626
maharashtra,nashik district,2023,1,3223873,184271268
maharashtra,akola district,2023,1,577226,53639246
maharashtra,yavatmal district,2023,1,666609,107124986
maharashtra,aurangabad district,2023,1,2300283,134847142
maharashtra,amravati district,2023,1,1056858,86244605
maharashtra,washim district,2023,1,324314,54317789
maharashtra,sangli district,2023,1,1112360,117179900
maharashtra,gadchiroli district,2023,1,226894,42377069
maharashtra,raigad district,2023,1,1871153,46986782
maharashtra,palghar district,2023,1,1957628,53816474
maharashtra,jalna district,2023,1,668316,93933311
maharashtra,gondia district,2023,1,359604,31018390
maharashtra,ahmednagar district,2023,1,2119506,223886663
maharashtra,pune district,2023,1,10037022,258541142
maharashtra,beed district,2023,1,870961,133891530
maharashtra,satara district,2023,1,1317832,106275736
maharashtra,jalgaon district,2023,2,1469356,118265147
maharashtra,latur district,2023,2,966702,69524230
maharashtra,thane district,2023,2,6552282,40857773
maharashtra,bhandara district,2023,2,403017,22360089
maharashtra,nandurbar district,2023,2,338619,58652495
maharashtra,chandrapur district,2023,2,723425,76346173
maharashtra,kolhapur district,2023,2,1703029,72865757
maharashtra,solapur district,2023,2,1970077,263841375
maharashtra,mumbai district,2023,2,2361852,5069174
maharashtra,sindhudurg district,2023,2,259618,23225641
maharashtra,dhule district,2023,2,657948,77212724
maharashtra,wardha district,2023,2,463116,49030852
maharashtra,parbhani district,2023,2,570977,79915051
maharashtra,mumbai suburban district,2023,2,6322778,15860612
maharashtra,hingoli district,2023,2,315682,47487754
maharashtra,ratnagiri district,2023,2,458493,40324614
maharashtra,nanded district,2023,2,1039476,121542302
maharashtra,osmanabad district,2023,2,605615,105135971
maharashtra,nagpur district,2023,2,2882255,84770756
maharashtra,buldhana district,2023,2,890018,112371546
maharashtra,nashik district,2023,2,3350410,209232203
maharashtra,akola district,2023,2,601704,50992224
maharashtra,yavatmal district,2023,2,696177,114446180
maharashtra,aurangabad district,2023,2,2390854,154173716
maharashtra,amravati district,2023,2,1100682,84728289
maharashtra,washim district,2023,2,339152,56218274
maharashtra,sangli district,2023,2,1157260,122118287
maharashtra,gadchiroli district,2023,2,237313,50440631
maharashtra,raigad district,2023,2,1942119,58099427
maharashtra,palghar district,2023,2,2037722,60362815
maharashtra,jalna district,2023,2,698682,101460348
maharashtra,gondia district,2023,2,375090,37700961
maharashtra,ahmednagar district,2023,2,2208055,243629388
maharashtra,pune district,2023,2,10396344,260130249
maharashtra,beed district,2023,2,909491,163254703
maharashtra,satara district,2023,2,1371460,112211599
maharashtra,jalgaon district,2023,3,1529992,123442622
maharashtra,latur district,2023,3,1006145,57907262
maharashtra,thane district,2023,3,6802106,38150498
maharashtra,bhandara district,2023,3,420322,23315387
maharashtra,nandurbar district,2023,3,352858,90388683
maharashtra,chandrapur district,2023,3,754238,82624927
maharashtra,kolhapur district,2023,3,1770692,61008692
maharashtra,solapur district,2023,3,2050042,188806621
maharashtra,mumbai district,2023,3,2450770,4670622
maharashtra,sindhudurg district,2023,3,270085,25809368
maharashtra,dhule district,2023,3,685192,86722729
maharashtra,wardha district,2023,3,482011,50869367
maharashtra,parbhani district,2023,3,594897,74954199
maharashtra,mumbai suburban district,2023,3,6560867,14208097
maharashtra,hingoli district,2023,3,329360,53436408
maharashtra,ratnagiri district,2023,3,476573,38765827
maharashtra,nanded district,2023,3,1083788,97025405
maharashtra,osmanabad district,2023,3,630584,89965868
maharashtra,nagpur district,2023,3,2995471,83230298
maharashtra,buldhana district,2023,3,928174,94951833
maharashtra,nashik district,2023,3,3481028,223286708
maharashtra,akola district,2023,3,626507,54844425
maharashtra,yavatmal district,2023,3,726136,122689712
maharashtra,aurangabad district,2023,3,2485041,142936286
maharashtra,amravati district,2023,3,1146341,105205644
maharashtra,washim district,2023,3,353548,55678765
maharashtra,sangli district,2023,3,1203678,107556687
maharashtra,gadchiroli district,2023,3,247702,58567729
maharashtra,raigad district,2023,3,2017277,67554402
maharashtra,palghar district,2023,3,2118552,71653613
maharashtra,jalna district,2023,3,728366,78474889
maharashtra,gondia district,2023,3,390942,38222556
maharashtra,ahmednagar district,2023,3,2297997,202698910
maharashtra,pune district,2023,3,10780092,221118402
maharashtra,beed district,2023,3,947480,127194060
maharashtra,satara district,2023,3,1426143,95047326
maharashtra,jalgaon district,2023,4,1588430,101228956
maharashtra,latur district,2023,4,1043239,56001885
maharashtra,thane district,2023,4,7044610,333511371
maharashtra,bhandara district,2023,4,436738,22511529
maharashtra,nandurbar district,2023,4,365994,34725168
maharashtra,chandrapur district,2023,4,782881,48842268
maharashtra,kolhapur district,2023,4,1832641,109205223
maharashtra,solapur district,2023,4,2124162,130344669
maharashtra,mumbai district,2023,4,2537871,130746309
maharashtra,sindhudurg district,2023,4,280277,16252211
maharashtra,dhule district,2023,4,711303,45105615
maharashtra,wardha district,2023,4,500096,28241399
maharashtra,parbhani district,2023,4,618057,36560916
maharashtra,mumbai suburban district,2023,4,6796218,319095631
maharashtra,hingoli district,2023,4,342201,20266114
maharashtra,ratnagiri district,2023,4,494267,25137221
maharashtra,nanded district,2023,4,1125521,74793485
maharashtra,osmanabad district,2023,4,654537,51367650
maharashtra,nagpur district,2023,4,3102070,156154783
maharashtra,buldhana district,2023,4,964619,69811158
maharashtra,nashik district,2023,4,3606029,212083749
maharashtra,akola district,2023,4,650112,36032496
maharashtra,yavatmal district,2023,4,754276,54078333
maharashtra,aurangabad district,2023,4,2575931,136298406
maharashtra,amravati district,2023,4,1189080,73590033
maharashtra,washim district,2023,4,367432,22826595
maharashtra,sangli district,2023,4,1247423,77772695
maharashtra,gadchiroli district,2023,4,257488,21861779
maharashtra,raigad district,2023,4,2089294,120144734
maharashtra,palghar district,2023,4,2198589,126204878
maharashtra,jalna district,2023,4,756783,43550453
maharashtra,gondia district,2023,4,405663,26208921
maharashtra,ahmednagar district,2023,4,2381246,133316864
maharashtra,pune district,2023,4,11135186,661630197
maharashtra,beed district,2023,4,983937,54939143
maharashtra,satara district,2023,4,1477919,83560318
manipur,kangpokpi district,2018,1,1439,0
manipur,noney district,2018,1,216,0
manipur,imphal east district,2018,1,6759,0
manipur,thoubal district,2018,1,2764,0
manipur,kakching district,2018,1,915,0
manipur,jiribam district,2018,1,460,0
manipur,ukhrul district,2018,1,602,0
manipur,tamenglong district,2018,1,550,0
manipur,kamjong district,2018,1,108,0
manipur,chandel district,2018,1,452,0
manipur,bishnupur district,2018,1,2371,0
manipur,senapati district,2018,1,85,0
manipur,pherzawl district,2018,1,24,0
manipur,churachandpur district,2018,1,1524,0
manipur,tengnoupal district,2018,1,352,0
manipur,imphal west district,2018,1,11304,0
manipur,kangpokpi district,2018,2,2183,0
manipur,noney district,2018,2,351,0
manipur,imphal east district,2018,2,10390,0
manipur,thoubal district,2018,2,4771,0
manipur,kakching district,2018,2,1571,0
manipur,jiribam district,2018,2,732,0
manipur,ukhrul district,2018,2,905,0
manipur,tamenglong district,2018,2,824,0
manipur,kamjong district,2018,2,144,0
manipur,chandel district,2018,2,706,0
manipur,bishnupur district,2018,2,3751,0
manipur,senapati district,2018,2,155,0
manipur,pherzawl district,2018,2,38,0
manipur,churachandpur district,2018,2,2362,0
manipur,tengnoupal district,2018,2,631,0
manipur,imphal west district,2018,2,16541,0
manipur,kangpokpi district,2018,3,3073,0
manipur,noney district,2018,3,504,0
manipur,imphal east district,2018,3,13541,0
manipur,thoubal district,2018,3,6112,0
manipur,kakching district,2018,3,2326,0
manipur,jiribam district,2018,3,1086,0
manipur,ukhrul district,2018,3,1346,0
manipur,tamenglong district,2018,3,1268,0
manipur,kamjong district,2018,3,213,0
manipur,chandel district,2018,3,962,0
manipur,bishnupur district,2018,3,5106,0
manipur,senapati district,2018,3,229,0
manipur,pherzawl district,2018,3,51,0
manipur,churachandpur district,2018,3,3420,0
manipur,tengnoupal district,2018,3,1002,0
manipur,imphal west district,2018,3,21696,0
manipur,kangpokpi district,2018,4,4249,0
manipur,noney district,2018,4,716,0
manipur,imphal east district,2018,4,17777,0
manipur,thoubal district,2018,4,8027,0
manipur,kakching district,2018,4,3153,0
manipur,jiribam district,2018,4,1393,0
manipur,ukhrul district,2018,4,1842,0
manipur,tamenglong district,2018,4,1712,0
manipur,kamjong district,2018,4,290,0
manipur,chandel district,2018,4,1342,0
manipur,bishnupur district,2018,4,7049,0
manipur,senapati district,2018,4,337,0
manipur,pherzawl district,2018,4,68,0
manipur,churachandpur district,2018,4,4951,0
manipur,tengnoupal district,2018,4,1300,0
manipur,imphal west district,2018,4,28383,0
manipur,kangpokpi district,2019,1,5212,0
manipur,noney district,2019,1,919,0
manipur,imphal east district,2019,1,21136,0
manipur,thoubal district,2019,1,9529,0
manipur,kakching district,2019,1,3850,0
manipur,jiribam district,2019,1,1759,0
manipur,ukhrul district,2019,1,2368,0
manipur,tamenglong district,2019,1,2148,0
manipur,kamjong district,2019,1,382,0
manipur,chandel district,2019,1,1691,0
manipur,bishnupur district,2019,1,8537,0
manipur,senapati district,2019,1,451,0
manipur,pherzawl district,2019,1,98,0
manipur,churachandpur district,2019,1,6138,0
manipur,tengnoupal district,2019,1,1641,0
manipur,imphal west district,2019,1,33668,0
manipur,kangpokpi district,2019,2,6407,29820
manipur,noney district,2019,2,1150,6520
manipur,imphal east district,2019,2,24652,90408
manipur,thoubal district,2019,2,10915,34864
manipur,kakching district,2019,2,4599,14399
manipur,jiribam district,2019,2,2103,9838
manipur,ukhrul district,2019,2,2981,15254
manipur,tamenglong district,2019,2,2628,12386
manipur,kamjong district,2019,2,480,2245
manipur,chandel district,2019,2,2175,13881
manipur,bishnupur district,2019,2,10014,35338
manipur,senapati district,2019,2,542,9932
manipur,pherzawl district,2019,2,127,461
manipur,churachandpur district,2019,2,7662,33490
manipur,tengnoupal district,2019,2,2009,12904
manipur,imphal west district,2019,2,39303,143089
manipur,kangpokpi district,2019,3,7621,110522
manipur,noney district,2019,3,1298,23951
manipur,imphal east district,2019,3,28331,315497
manipur,thoubal district,2019,3,12427,115808
manipur,kakching district,2019,3,5355,52109
manipur,jiribam district,2019,3,2444,31194
manipur,ukhrul district,2019,3,3488,53720
manipur,tamenglong district,2019,3,3085,50057
manipur,kamjong district,2019,3,538,8114
manipur,chandel district,2019,3,2581,47685
manipur,bishnupur district,2019,3,11647,116636
manipur,senapati district,2019,3,672,32024
manipur,pherzawl district,2019,3,156,1847
manipur,churachandpur district,2019,3,9071,118819
manipur,tengnoupal district,2019,3,2334,37068
manipur,imphal west district,2019,3,45268,479154
manipur,kangpokpi district,2019,4,8850,126801
manipur,noney district,2019,4,1517,30392
manipur,imphal east district,2019,4,31935,361762
manipur,thoubal district,2019,4,14194,146102
manipur,kakching district,2019,4,6126,59893
manipur,jiribam district,2019,4,2764,34328
manipur,ukhrul district,2019,4,4091,55415
manipur,tamenglong district,2019,4,3651,57913
manipur,kamjong district,2019,4,639,9407
manipur,chandel district,2019,4,3029,55155
manipur,bishnupur district,2019,4,13387,141164
manipur,senapati district,2019,4,790,40242
manipur,pherzawl district,2019,4,192,3394
manipur,churachandpur district,2019,4,10431,127389
manipur,tengnoupal district,2019,4,2699,44120
manipur,imphal west district,2019,4,51063,562011
manipur,kangpokpi district,2020,1,10241,147812
manipur,noney district,2020,1,1787,41247
manipur,imphal east district,2020,1,36105,420094
manipur,thoubal district,2020,1,16244,175401
manipur,kakching district,2020,1,7075,74982
manipur,jiribam district,2020,1,3051,37923
manipur,ukhrul district,2020,1,4892,59944
manipur,tamenglong district,2020,1,4169,67905
manipur,kamjong district,2020,1,755,13665
manipur,chandel district,2020,1,3471,62247
manipur,bishnupur district,2020,1,15333,173021
manipur,senapati district,2020,1,922,47684
manipur,pherzawl district,2020,1,245,5039
manipur,churachandpur district,2020,1,12420,166120
manipur,tengnoupal district,2020,1,3179,53112
manipur,imphal west district,2020,1,57485,629446
manipur,kangpokpi district,2020,2,12965,203507
manipur,noney district,2020,2,2236,63200
manipur,imphal east district,2020,2,43144,517800
manipur,thoubal district,2020,2,20186,290602
manipur,kakching district,2020,2,9028,128015
manipur,jiribam district,2020,2,3660,53042
manipur,ukhrul district,2020,2,6223,94483
manipur,tamenglong district,2020,2,5158,95973
manipur,kamjong district,2020,2,888,21980
manipur,chandel district,2020,2,4278,86628
manipur,bishnupur district,2020,2,19027,275023
manipur,senapati district,2020,2,1095,76298
manipur,pherzawl district,2020,2,316,6845
manipur,churachandpur district,2020,2,15469,230835
manipur,tengnoupal district,2020,2,3926,75600
manipur,imphal west district,2020,2,67897,791660
manipur,kangpokpi district,2020,3,15966,253384
manipur,noney district,2020,3,2736,55385
manipur,imphal east district,2020,3,51383,609321
manipur,thoubal district,2020,3,24183,317792
manipur,kakching district,2020,3,10752,134942
manipur,jiribam district,2020,3,4238,66168
manipur,ukhrul district,2020,3,7657,112269
manipur,tamenglong district,2020,3,6475,109931
manipur,kamjong district,2020,3,1124,23423
manipur,chandel district,2020,3,5252,109957
manipur,bishnupur district,2020,3,22965,325558
manipur,senapati district,2020,3,1317,103022
manipur,pherzawl district,2020,3,438,8873
manipur,churachandpur district,2020,3,19501,298971
manipur,tengnoupal district,2020,3,4853,82000
manipur,imphal west district,2020,3,79723,941379
manipur,kangpokpi district,2020,4,17814,268836
manipur,noney district,2020,4,3042,54913
manipur,imphal east district,2020,4,57282,660654
manipur,thoubal district,2020,4,26858,319570
manipur,kakching district,2020,4,11913,132864
manipur,jiribam district,2020,4,4621,65672
manipur,ukhrul district,2020,4,8651,120435
manipur,tamenglong district,2020,4,7322,110430
manipur,kamjong district,2020,4,1333,27975
manipur,chandel district,2020,4,5987,120650
manipur,bishnupur district,2020,4,25629,335291
manipur,senapati district,2020,4,1513,113530
manipur,pherzawl district,2020,4,533,9387
manipur,churachandpur district,2020,4,21960,300081
manipur,tengnoupal district,2020,4,5537,88105
manipur,imphal west district,2020,4,88777,1055039
manipur,kangpokpi district,2021,1,19239,252420
manipur,noney district,2021,1,3286,55982
manipur,imphal east district,2021,1,62004,693766
manipur,thoubal district,2021,1,29072,314602
manipur,kakching district,2021,1,12888,123152
manipur,jiribam district,2021,1,5045,68826
manipur,ukhrul district,2021,1,9372,97569
manipur,tamenglong district,2021,1,7960,102778
manipur,kamjong district,2021,1,1481,28955
manipur,chandel district,2021,1,6467,107475
manipur,bishnupur district,2021,1,27615,304856
manipur,senapati district,2021,1,1655,102591
manipur,pherzawl district,2021,1,607,9375
manipur,churachandpur district,2021,1,23827,278146
manipur,tengnoupal district,2021,1,6049,83331
manipur,imphal west district,2021,1,96101,1085403
manipur,kangpokpi district,2021,2,20703,699332
manipur,noney district,2021,2,3566,233348
manipur,imphal east district,2021,2,66388,698750
manipur,thoubal district,2021,2,31139,379556
manipur,kakching district,2021,2,13816,179017
manipur,jiribam district,2021,2,5468,145822
manipur,ukhrul district,2021,2,10142,369390
manipur,tamenglong district,2021,2,8580,377885
manipur,kamjong district,2021,2,1619,186560
manipur,chandel district,2021,2,6980,399269
manipur,bishnupur district,2021,2,29671,486636
manipur,senapati district,2021,2,1769,1295855
manipur,pherzawl district,2021,2,663,77344
manipur,churachandpur district,2021,2,25573,552013
manipur,tengnoupal district,2021,2,6499,242939
manipur,imphal west district,2021,2,102833,945286
manipur,kangpokpi district,2021,3,22416,874800
manipur,noney district,2021,3,3902,300472
manipur,imphal east district,2021,3,71436,954175
manipur,thoubal district,2021,3,33478,486022
manipur,kakching district,2021,3,14924,239828
manipur,jiribam district,2021,3,5941,184052
manipur,ukhrul district,2021,3,11045,513136
manipur,tamenglong district,2021,3,9326,574128
manipur,kamjong district,2021,3,1791,242167
manipur,chandel district,2021,3,7597,522067
manipur,bishnupur district,2021,3,31996,674139
manipur,senapati district,2021,3,1958,1711032
manipur,pherzawl district,2021,3,778,100880
manipur,churachandpur district,2021,3,27600,839576
manipur,tengnoupal district,2021,3,7055,355522
manipur,imphal west district,2021,3,110506,1171776
manipur,kangpokpi district,2021,4,24082,578502
manipur,noney district,2021,4,4235,106691
manipur,imphal east district,2021,4,76421,1343041
manipur,thoubal district,2021,4,35832,671715
manipur,kakching district,2021,4,15985,254045
manipur,jiribam district,2021,4,6397,142268
manipur,ukhrul district,2021,4,11949,228837
manipur,tamenglong district,2021,4,10063,231717
manipur,kamjong district,2021,4,1996,47690
manipur,chandel district,2021,4,8184,224700
manipur,bishnupur district,2021,4,34316,600342
manipur,senapati district,2021,4,2157,232274
manipur,pherzawl district,2021,4,865,17410
manipur,churachandpur district,2021,4,29651,620822
manipur,tengnoupal district,2021,4,7557,215328
manipur,imphal west district,2021,4,118056,2087912
manipur,kangpokpi district,2022,1,25589,1969108
manipur,noney district,2022,1,4525,821300
