State,District,Year,Quater,Transaction_count,Transaction_amount
rajasthan,tonk district,2020,2,1834820,3108063336.837104
rajasthan,jodhpur district,2020,2,3972317,7649652331.703362
rajasthan,karauli district,2020,2,1408933,2391025440.215171
rajasthan,udaipur district,2020,2,2293910,3491313530.816518
rajasthan,dausa district,2020,2,2849821,4537835885.88078
rajasthan,nagaur district,2020,2,2506689,4856436699.305585
rajasthan,bharatpur district,2020,2,1861557,3561067370.5168934
rajasthan,barmer district,2020,2,2038065,4156124012.015107
rajasthan,ajmer district,2020,2,2539677,4723275736.995972
rajasthan,chittorgarh district,2020,2,1324205,2449356727.6062737
rajasthan,hanumangarh district,2020,2,1460018,3028804525.6269145
rajasthan,pratapgarh district,2020,2,321199,639106489.104912
rajasthan,sawai madhopur district,2020,2,1736691,2726823528.0944357
rajasthan,jalore district,2020,2,1019723,1882434514.4086819
rajasthan,bikaner district,2020,2,2034733,3703555515.234845
rajasthan,sikar district,2020,2,3448263,6813435569.801193
rajasthan,dholpur district,2020,2,614600,1206739831.8406615
rajasthan,sirohi district,2020,2,696555,1088938588.309726
rajasthan,rajsamand district,2020,2,917992,1695442006.4724169
rajasthan,jaisalmer district,2020,2,747477,1378478711.937582
rajasthan,bundi district,2020,2,878144,1460564007.8749743
rajasthan,jhalawar district,2020,2,1120590,2559982781.9576573
rajasthan,alwar district,2020,2,5981709,10239649719.690329
rajasthan,kota district,2020,2,2674020,4271159445.4302053
rajasthan,jhunjhunu district,2020,2,2242392,4325892021.664874
rajasthan,pali district,2020,3,1854914,3848648123.8477793
rajasthan,ganganagar district,2020,3,2506247,5401051022.84089
rajasthan,churu district,2020,3,1745171,3918241716.0620346
rajasthan,jaipur district,2020,3,71797182,138189424031.4575
rajasthan,baran district,2020,3,990694,1781540360.3579323
rajasthan,bhilwara district,2020,3,4656173,9414793215.559494
rajasthan,banswara district,2020,3,402498,880276877.6494944
rajasthan,dungarpur district,2020,3,381150,780764641.8344581
rajasthan,tonk district,2020,3,2296368,3947608431.004384
rajasthan,jodhpur district,2020,3,6262826,13714122197.99096
rajasthan,karauli district,2020,3,1489891,2839657293.741401
rajasthan,udaipur district,2020,3,3836995,6351934008.147478
rajasthan,dausa district,2020,3,3552220,5920927935.593803
rajasthan,nagaur district,2020,3,3048026,6903346685.307568
rajasthan,bharatpur district,2020,3,2064445,4350126191.2675495
rajasthan,barmer district,2020,3,2386729,5803287089.799197
rajasthan,ajmer district,2020,3,3910137,8288212743.525795
rajasthan,chittorgarh district,2020,3,1806035,3708385692.683237
rajasthan,hanumangarh district,2020,3,1785890,3999623394.8363576
rajasthan,pratapgarh district,2020,3,360412,800605053.185355
rajasthan,sawai madhopur district,2020,3,2157237,3506697099.67498
rajasthan,jalore district,2020,3,1154031,2737316593.1965017
rajasthan,bikaner district,2020,3,2716423,5489007985.768954
rajasthan,sikar district,2020,3,4567655,9916206321.877428
rajasthan,dholpur district,2020,3,662790,1506195340.9675245
rajasthan,sirohi district,2020,3,931740,1721461838.8895001
rajasthan,rajsamand district,2020,3,1127177,2386997647.890356
rajasthan,jaisalmer district,2020,3,916827,1932636842.6397192
rajasthan,bundi district,2020,3,1081850,1857526775.1413836
rajasthan,jhalawar district,2020,3,1396419,3037588892.682854
rajasthan,alwar district,2020,3,7995044,14617913028.152313
rajasthan,kota district,2020,3,4442791,8027789840.771695
rajasthan,jhunjhunu district,2020,3,2804689,6098391248.110207
rajasthan,pali district,2020,4,2663178,5830180712.220648
rajasthan,ganganagar district,2020,4,3623577,7936384991.350762
rajasthan,churu district,2020,4,2461810,5879435914.898094
rajasthan,jaipur district,2020,4,82378485,159641718978.41745
rajasthan,baran district,2020,4,1380743,2548027239.6824126
rajasthan,bhilwara district,2020,4,6669204,13765886969.32003
rajasthan,banswara district,2020,4,627538,1380321074.4437904
rajasthan,dungarpur district,2020,4,555914,1180558251.2765656
rajasthan,tonk district,2020,4,3203388,5701339582.338162
rajasthan,jodhpur district,2020,4,8568947,19107841742.13882
rajasthan,karauli district,2020,4,1675614,3453137389.217123
rajasthan,udaipur district,2020,4,5631994,9376663713.630653
rajasthan,dausa district,2020,4,3972332,7263765843.4996605
rajasthan,nagaur district,2020,4,4447471,10913756198.461227
rajasthan,bharatpur district,2020,4,2744055,5971854299.364286
rajasthan,barmer district,2020,4,3449878,8672444321.318495
rajasthan,ajmer district,2020,4,5843422,12526263260.900742
rajasthan,chittorgarh district,2020,4,2615839,5457760762.425953
rajasthan,hanumangarh district,2020,4,2508714,5925971726.351674
rajasthan,pratapgarh district,2020,4,492384,1136165440.842043
rajasthan,sawai madhopur district,2020,4,2509016,4393102786.174934
rajasthan,jalore district,2020,4,1575662,3942410356.803776
rajasthan,bikaner district,2020,4,4005208,8393453473.061908
rajasthan,sikar district,2020,4,6635869,15551286576.699251
rajasthan,dholpur district,2020,4,936119,2216588503.285897
rajasthan,sirohi district,2020,4,1355839,2570610442.3804703
rajasthan,rajsamand district,2020,4,1614361,3430500719.0498085
rajasthan,jaisalmer district,2020,4,1431699,3080601567.770622
rajasthan,bundi district,2020,4,1553114,2682280736.4786053
rajasthan,jhalawar district,2020,4,1906726,4062512989.452203
rajasthan,alwar district,2020,4,10874361,21064630283.17598
rajasthan,kota district,2020,4,6392503,11328763287.37136
rajasthan,jhunjhunu district,2020,4,3978471,9648559702.703949
rajasthan,pali district,2021,1,2984309,6767220860.0308275
rajasthan,ganganagar district,2021,1,4118972,8871371302.649477
rajasthan,churu district,2021,1,2731771,6726856130.476598
rajasthan,jaipur district,2021,1,125917532,223771205713.2528
rajasthan,baran district,2021,1,1448642,2847364293.4969606
rajasthan,bhilwara district,2021,1,7672484,16416337441.885864
rajasthan,banswara district,2021,1,691566,1624792469.818386
rajasthan,dungarpur district,2021,1,611490,1372686858.4650006
rajasthan,tonk district,2021,1,3421206,6186398097.858411
rajasthan,jodhpur district,2021,1,11409882,24774598219.407482
rajasthan,karauli district,2021,1,1925731,3977897318.1640477
rajasthan,udaipur district,2021,1,6826421,10957000441.952847
rajasthan,dausa district,2021,1,4999310,8786072971.794996
rajasthan,nagaur district,2021,1,4976059,12761075159.690163
rajasthan,bharatpur district,2021,1,3042043,6708987385.966142
rajasthan,barmer district,2021,1,4110660,11264935915.741041
rajasthan,ajmer district,2021,1,7053995,15317166377.74087
rajasthan,chittorgarh district,2021,1,2948289,6425179621.944645
rajasthan,hanumangarh district,2021,1,2701068,6539912589.393607
rajasthan,pratapgarh district,2021,1,538169,1351138009.4197319
rajasthan,sawai madhopur district,2021,1,3177944,5382039395.28078
rajasthan,jalore district,2021,1,1718704,4884080088.37758
rajasthan,bikaner district,2021,1,4734203,10056780359.689623
rajasthan,sikar district,2021,1,7581768,17303999484.268673
rajasthan,dholpur district,2021,1,999900,2398002048.15006
rajasthan,sirohi district,2021,1,1515460,3035265055.3381195
rajasthan,rajsamand district,2021,1,1840526,4042427825.4229765
rajasthan,jaisalmer district,2021,1,1725745,3811332821.176595
rajasthan,bundi district,2021,1,1683993,3089653093.519732
rajasthan,jhalawar district,2021,1,2097068,4661637193.755166
rajasthan,alwar district,2021,1,12041829,23497000298.13838
rajasthan,kota district,2021,1,9133910,15546647728.086227
rajasthan,jhunjhunu district,2021,1,4350270,10335519087.29265
rajasthan,pali district,2021,2,3745421,7957453111.07078
rajasthan,ganganagar district,2021,2,4753914,10746504871.421946
rajasthan,churu district,2021,2,3649018,8499729274.317602
rajasthan,jaipur district,2021,2,137247139,248390977964.55786
rajasthan,baran district,2021,2,1657148,3411039142.9471807
rajasthan,bhilwara district,2021,2,8735150,17984159143.10391
rajasthan,banswara district,2021,2,848559,1987559372.9107454
rajasthan,dungarpur district,2021,2,760275,1594168931.4036267
rajasthan,tonk district,2021,2,4093452,7422412798.293737
rajasthan,jodhpur district,2021,2,12941666,27913789331.6406
rajasthan,karauli district,2021,2,2869692,5673272614.106146
rajasthan,udaipur district,2021,2,6280736,10800769537.661558
rajasthan,dausa district,2021,2,6410357,10828124760.838032
rajasthan,nagaur district,2021,2,6493229,15639817785.864773
rajasthan,bharatpur district,2021,2,4010426,8730800909.246674
rajasthan,barmer district,2021,2,5379586,13831654569.476788
rajasthan,ajmer district,2021,2,7863986,16687418391.08572
rajasthan,chittorgarh district,2021,2,3344931,7084417204.510359
rajasthan,hanumangarh district,2021,2,3380981,8144091679.287372
rajasthan,pratapgarh district,2021,2,671704,1622148152.082861
rajasthan,sawai madhopur district,2021,2,3904625,6665184242.376053
rajasthan,jalore district,2021,2,2313815,6248659227.432691
rajasthan,bikaner district,2021,2,5602946,11924692955.149094
rajasthan,sikar district,2021,2,8840543,19750164303.674763
rajasthan,dholpur district,2021,2,1328838,3139295693.448407
rajasthan,sirohi district,2021,2,1706489,3292314136.2959423
rajasthan,rajsamand district,2021,2,2176976,4463576166.852329
rajasthan,jaisalmer district,2021,2,2072381,4346891100.606836
rajasthan,bundi district,2021,2,1995615,3857748495.3471212
rajasthan,jhalawar district,2021,2,2408252,5698521651.03492
rajasthan,alwar district,2021,2,14291357,26436939537.757683
rajasthan,kota district,2021,2,9960676,18087598514.48891
rajasthan,jhunjhunu district,2021,2,5737156,12840869598.946894
rajasthan,pali district,2021,3,4825668,10052201779.647493
rajasthan,ganganagar district,2021,3,6733698,13200151369.29735
rajasthan,churu district,2021,3,4742306,10642136840.10925
rajasthan,jaipur district,2021,3,193839196,313664435689.2998
rajasthan,baran district,2021,3,2156975,3989332794.8644733
rajasthan,bhilwara district,2021,3,12558408,23899765687.001152
rajasthan,banswara district,2021,3,1193693,2610850743.700395
rajasthan,dungarpur district,2021,3,1021896,2146022634.2721655
rajasthan,tonk district,2021,3,5293345,8710526983.57809
rajasthan,jodhpur district,2021,3,19263957,38514689412.99684
rajasthan,karauli district,2021,3,3221955,5947115163.517382
rajasthan,udaipur district,2021,3,10000681,15950385929.05402
rajasthan,dausa district,2021,3,8175162,12267753350.999645
rajasthan,nagaur district,2021,3,8542495,19712431242.607426
rajasthan,bharatpur district,2021,3,4840142,9542568538.446917
rajasthan,barmer district,2021,3,7369389,17897391704.43372
rajasthan,ajmer district,2021,3,12039695,23974005140.503323
rajasthan,chittorgarh district,2021,3,4916314,9584592196.425575
rajasthan,hanumangarh district,2021,3,4401750,9676935141.552437
rajasthan,pratapgarh district,2021,3,951737,2170354158.6816454
rajasthan,sawai madhopur district,2021,3,4881323,7329478651.814055
rajasthan,jalore district,2021,3,2769584,7412183523.388387
rajasthan,bikaner district,2021,3,7999407,15396174302.54737
rajasthan,sikar district,2021,3,12157675,24859966680.623276
rajasthan,dholpur district,2021,3,1667722,3666631213.5705867
rajasthan,sirohi district,2021,3,2429857,4593398470.638926
rajasthan,rajsamand district,2021,3,3136695,6345862851.265483
rajasthan,jaisalmer district,2021,3,3120934,6241304259.45832
rajasthan,bundi district,2021,3,2707584,4521278251.580663
rajasthan,jhalawar district,2021,3,3141862,6253079109.368879
rajasthan,alwar district,2021,3,18956440,31796623472.554592
rajasthan,kota district,2021,3,13858632,22356848820.753063
rajasthan,jhunjhunu district,2021,3,7368576,15584852433.930729
rajasthan,pali district,2021,4,6057183,12994115234.340431
rajasthan,ganganagar district,2021,4,8184243,16810621864.152517
rajasthan,churu district,2021,4,5935726,14118707638.256508
rajasthan,jaipur district,2021,4,231804892,394435778364.0141
rajasthan,baran district,2021,4,2793598,5264026397.197663
rajasthan,bhilwara district,2021,4,15373212,29555829037.16449
rajasthan,banswara district,2021,4,1550961,3356204177.0999207
rajasthan,dungarpur district,2021,4,1353577,2828675179.088701
rajasthan,tonk district,2021,4,6584281,11053638122.755545
rajasthan,jodhpur district,2021,4,23671637,49201187505.373276
rajasthan,karauli district,2021,4,4265646,8113128022.069071
rajasthan,udaipur district,2021,4,12082286,19874244609.252956
rajasthan,dausa district,2021,4,10142219,16190233721.345505
rajasthan,nagaur district,2021,4,10615952,25959911336.428215
rajasthan,bharatpur district,2021,4,6438461,12862157301.664558
rajasthan,barmer district,2021,4,9363927,22313160419.561607
rajasthan,ajmer district,2021,4,15049250,31040109507.970833
rajasthan,chittorgarh district,2021,4,6261904,12222272566.091549
rajasthan,hanumangarh district,2021,4,5310780,12582463280.75969
rajasthan,pratapgarh district,2021,4,1246112,2850194415.7852297
rajasthan,sawai madhopur district,2021,4,6211420,9792493809.93205
rajasthan,jalore district,2021,4,3636011,9829253225.773853
rajasthan,bikaner district,2021,4,9810932,19930824235.996365
rajasthan,sikar district,2021,4,14946567,32671486020.051144
rajasthan,dholpur district,2021,4,2276540,5074521349.039705
rajasthan,sirohi district,2021,4,2938452,5709723256.685272
rajasthan,rajsamand district,2021,4,3904566,7888825387.672116
rajasthan,jaisalmer district,2021,4,4360030,8928650729.233105
rajasthan,bundi district,2021,4,3509775,5985136286.115728
rajasthan,jhalawar district,2021,4,4094768,8244372847.326485
rajasthan,alwar district,2021,4,23661509,40984441151.342705
rajasthan,kota district,2021,4,14912645,24168234009.303993
rajasthan,jhunjhunu district,2021,4,9272535,21099797535.474567
rajasthan,pali district,2022,1,7186562,14978683154.30138
rajasthan,ganganagar district,2022,1,9951712,19810362020.417377
rajasthan,churu district,2022,1,7027393,16182079348.550667
rajasthan,jaipur district,2022,1,262950613,434507898653.2288
rajasthan,baran district,2022,1,3313639,6075628390.959345
rajasthan,bhilwara district,2022,1,18219742,34832214592.68741
rajasthan,banswara district,2022,1,1934543,4305963325.291948
rajasthan,dungarpur district,2022,1,1601893,3333483354.5657682
rajasthan,tonk district,2022,1,7525693,12353743560.603878
rajasthan,jodhpur district,2022,1,27810577,56966935615.03049
rajasthan,karauli district,2022,1,4947468,8967316935.909687
rajasthan,udaipur district,2022,1,13527713,22322610837.972824
rajasthan,dausa district,2022,1,11542170,17674189167.00492
rajasthan,nagaur district,2022,1,12629151,30251543728.242836
rajasthan,bharatpur district,2022,1,7655860,14512910848.443268
rajasthan,barmer district,2022,1,11519794,27090053338.4531
rajasthan,ajmer district,2022,1,17973292,36567659945.04271
rajasthan,chittorgarh district,2022,1,7428622,14456333123.863838
rajasthan,hanumangarh district,2022,1,6377544,14758711603.374897
rajasthan,pratapgarh district,2022,1,1599079,3515635369.540432
rajasthan,sawai madhopur district,2022,1,7216366,11027855832.279514
rajasthan,jalore district,2022,1,4491298,12375235222.293488
rajasthan,bikaner district,2022,1,11656264,23262580003.212997
rajasthan,sikar district,2022,1,16975662,35691652892.445
rajasthan,dholpur district,2022,1,2778999,5894331701.791255
rajasthan,sirohi district,2022,1,3353014,6402432686.378646
rajasthan,rajsamand district,2022,1,4525911,9132121086.433088
rajasthan,jaisalmer district,2022,1,4838533,9233715982.400576
rajasthan,bundi district,2022,1,4151689,6974583851.094925
rajasthan,jhalawar district,2022,1,5038482,9563582630.651922
rajasthan,alwar district,2022,1,27462202,46051829716.34672
rajasthan,kota district,2022,1,19207151,30335394639.44809
rajasthan,jhunjhunu district,2022,1,10543589,22640907821.866825
rajasthan,pali district,2022,2,8668074,17160215080.703873
rajasthan,ganganagar district,2022,2,11882025,22557602051.766155
rajasthan,churu district,2022,2,8257600,18081738963.407227
rajasthan,jaipur district,2022,2,314511010,497492495896.22046
rajasthan,baran district,2022,2,3685832,7229260131.890043
rajasthan,bhilwara district,2022,2,20131391,38273076738.35588
rajasthan,banswara district,2022,2,2337103,4900005809.650963
rajasthan,dungarpur district,2022,2,1899171,3638952978.96605
rajasthan,tonk district,2022,2,8150133,13811523631.619999
rajasthan,jodhpur district,2022,2,31463295,61614349060.01106
rajasthan,karauli district,2022,2,5012114,9206349483.513716
rajasthan,udaipur district,2022,2,15896129,24912652507.999565
rajasthan,dausa district,2022,2,12578789,19527845596.347805
rajasthan,nagaur district,2022,2,14631304,33408260595.265953
rajasthan,bharatpur district,2022,2,8637412,16444974525.83487
rajasthan,barmer district,2022,2,13273476,29634982538.374557
rajasthan,ajmer district,2022,2,20900496,40715583331.30888
rajasthan,chittorgarh district,2022,2,8396831,16148783709.582657
rajasthan,hanumangarh district,2022,2,7429430,16401668344.542992
rajasthan,pratapgarh district,2022,2,1885590,4033817039.193558
rajasthan,sawai madhopur district,2022,2,7873045,12262315403.645233
rajasthan,jalore district,2022,2,5321185,14025921249.715084
rajasthan,bikaner district,2022,2,13694139,26087476960.412987
rajasthan,sikar district,2022,2,19932783,40102076741.92372
rajasthan,dholpur district,2022,2,3298278,6894675131.058619
rajasthan,sirohi district,2022,2,4023871,7194139293.674581
rajasthan,rajsamand district,2022,2,5301424,10184357986.945518
rajasthan,jaisalmer district,2022,2,5269349,9862231669.414537
rajasthan,bundi district,2022,2,4673601,8088389075.404289
rajasthan,jhalawar district,2022,2,5465987,10395227508.431992
rajasthan,alwar district,2022,2,31488094,50746151172.86586
rajasthan,kota district,2022,2,22930803,36055197912.070015
rajasthan,jhunjhunu district,2022,2,12270386,25741220480.27944
rajasthan,pali district,2022,3,9383118,16882438860.192509
rajasthan,ganganagar district,2022,3,12803386,22240341715.78325
rajasthan,churu district,2022,3,8783655,17976361125.250355
rajasthan,jaipur district,2022,3,377469909,564818218571.2906
rajasthan,baran district,2022,3,4125706,6742397008.271659
rajasthan,bhilwara district,2022,3,22210445,37982785217.262955
rajasthan,banswara district,2022,3,2551714,4868669663.686186
rajasthan,dungarpur district,2022,3,1877661,3540885656.2172456
rajasthan,tonk district,2022,3,9710550,14504363314.95301
rajasthan,jodhpur district,2022,3,44177624,78522559026.67796
rajasthan,karauli district,2022,3,5485874,8907060018.165571
rajasthan,udaipur district,2022,3,17437737,26920987876.54088
rajasthan,dausa district,2022,3,12485930,17906746198.24476
rajasthan,nagaur district,2022,3,17110682,34696357961.3792
rajasthan,bharatpur district,2022,3,8864216,15557212790.848467
rajasthan,barmer district,2022,3,13922134,27600044726.483513
rajasthan,ajmer district,2022,3,28082495,49547976214.078476
rajasthan,chittorgarh district,2022,3,8973197,15910570305.152487
rajasthan,hanumangarh district,2022,3,8622983,16877518968.368637
rajasthan,pratapgarh district,2022,3,2199404,3978539086.514776
rajasthan,sawai madhopur district,2022,3,8296430,11364739097.257002
rajasthan,jalore district,2022,3,5150635,12265545245.71053
rajasthan,bikaner district,2022,3,15580963,27371553576.152893
rajasthan,sikar district,2022,3,21334188,40269671901.04936
rajasthan,dholpur district,2022,3,3455237,6522103060.292555
rajasthan,sirohi district,2022,3,4160902,7173102737.4551525
rajasthan,rajsamand district,2022,3,5484975,10019131487.496407
rajasthan,jaisalmer district,2022,3,5783678,9725918865.998837
rajasthan,bundi district,2022,3,5110230,7814818175.588694
rajasthan,jhalawar district,2022,3,5868488,9351119284.035149
rajasthan,alwar district,2022,3,35823235,53614596972.029465
rajasthan,kota district,2022,3,22439613,32238127933.327984
rajasthan,jhunjhunu district,2022,3,12774366,24776793676.52417
rajasthan,pali district,2022,4,10687142,19884419970.4767
rajasthan,ganganagar district,2022,4,14030401,25826856912.730366
rajasthan,churu district,2022,4,9452402,20708697989.79863
rajasthan,jaipur district,2022,4,404922774,635458549842.8215
rajasthan,baran district,2022,4,5031278,8386783739.108584
rajasthan,bhilwara district,2022,4,27720484,47886590518.51659
rajasthan,banswara district,2022,4,3121397,5651556910.360752
rajasthan,dungarpur district,2022,4,2237173,4156369821.174698
rajasthan,tonk district,2022,4,10011229,15727892323.59581
rajasthan,jodhpur district,2022,4,65465040,116215227388.41562
rajasthan,karauli district,2022,4,6393789,10633788953.19469
rajasthan,udaipur district,2022,4,26954261,41938245496.56419
rajasthan,dausa district,2022,4,14234349,21761198700.450893
rajasthan,nagaur district,2022,4,20286836,43215070664.43902
rajasthan,bharatpur district,2022,4,11015440,19248137810.647594
rajasthan,barmer district,2022,4,15852440,31377555272.690876
rajasthan,ajmer district,2022,4,27641155,51933913055.11865
rajasthan,chittorgarh district,2022,4,9828534,18083165087.106323
rajasthan,hanumangarh district,2022,4,9449022,19615022393.032665
rajasthan,pratapgarh district,2022,4,2356939,4292007343.0185347
rajasthan,sawai madhopur district,2022,4,8855496,13187564165.09026
rajasthan,jalore district,2022,4,6459635,15044710483.351723
rajasthan,bikaner district,2022,4,16072144,30210151812.097847
rajasthan,sikar district,2022,4,23710055,48095846111.82442
rajasthan,dholpur district,2022,4,4127164,7920407018.54721
rajasthan,sirohi district,2022,4,4625219,8190561974.079561
rajasthan,rajsamand district,2022,4,6151542,11284318473.012938
rajasthan,jaisalmer district,2022,4,6820292,12276117814.198534
rajasthan,bundi district,2022,4,5866314,9265489222.776516
rajasthan,jhalawar district,2022,4,6716599,11281766014.824902
rajasthan,alwar district,2022,4,38922404,61077684974.04574
rajasthan,kota district,2022,4,26571402,37841298987.05793
rajasthan,jhunjhunu district,2022,4,13984497,29279732154.496353
rajasthan,pali district,2023,1,16879253,30545417498.0
rajasthan,ganganagar district,2023,1,23684504,42408661017.0
rajasthan,churu district,2023,1,16344145,34147762001.0
rajasthan,jaipur district,2023,1,250101628,383391511211.0
rajasthan,baran district,2023,1,7842338,12298806556.0
rajasthan,bhilwara district,2023,1,40390520,69684628207.0
rajasthan,banswara district,2023,1,5660214,9767493283.0
rajasthan,dungarpur district,2023,1,3932392,6900946134.0
rajasthan,tonk district,2023,1,16005039,24010143759.0
rajasthan,jodhpur district,2023,1,55799596,103638420860.0
rajasthan,karauli district,2023,1,11513504,18244056586.0
rajasthan,udaipur district,2023,1,28562794,42357660825.0
rajasthan,dausa district,2023,1,22741458,33514469427.0
rajasthan,nagaur district,2023,1,29670841,64697662210.0
rajasthan,bharatpur district,2023,1,18416483,30814946734.0
rajasthan,barmer district,2023,1,27662361,55275431518.0
rajasthan,ajmer district,2023,1,40711142,75097900480.0
rajasthan,chittorgarh district,2023,1,16681437,29276597209.0
rajasthan,hanumangarh district,2023,1,15106483,30282012384.0
rajasthan,pratapgarh district,2023,1,4341209,7286096805.0
rajasthan,sawai madhopur district,2023,1,15034531,21583710029.0
rajasthan,jalore district,2023,1,11125511,25661512035.0
rajasthan,bikaner district,2023,1,27198314,49018889766.0
rajasthan,sikar district,2023,1,37352772,73473038385.0
rajasthan,dholpur district,2023,1,7493014,13667472300.0
rajasthan,sirohi district,2023,1,7693002,13095239851.0
rajasthan,rajsamand district,2023,1,9619287,17003458719.0
rajasthan,jaisalmer district,2023,1,10869848,18251500453.0
rajasthan,bundi district,2023,1,10235348,14857578015.0
rajasthan,jhalawar district,2023,1,11822348,18648043828.0
rajasthan,alwar district,2023,1,59810068,90609216574.0
rajasthan,kota district,2023,1,37756795,49533748966.0
rajasthan,jhunjhunu district,2023,1,23038507,45869342225.0
rajasthan,pali district,2023,2,19701272,34017141062.0
rajasthan,ganganagar district,2023,2,26749049,45965288621.0
rajasthan,churu district,2023,2,19951848,38113001350.0
rajasthan,jaipur district,2023,2,291245541,414094307123.0
rajasthan,baran district,2023,2,8989649,14544076456.0
rajasthan,bhilwara district,2023,2,46805864,76181416686.0
rajasthan,banswara district,2023,2,6879066,11075476953.0
rajasthan,dungarpur district,2023,2,4665431,7578105236.0
rajasthan,tonk district,2023,2,17948259,26680900425.0
rajasthan,jodhpur district,2023,2,63628518,111202183454.0
rajasthan,karauli district,2023,2,13940159,20469546864.0
rajasthan,udaipur district,2023,2,32859859,46209374120.0
rajasthan,dausa district,2023,2,26533735,37535725279.0
rajasthan,nagaur district,2023,2,34917594,69594287612.0
rajasthan,bharatpur district,2023,2,22780373,34710648020.0
rajasthan,barmer district,2023,2,31092713,56589731827.0
rajasthan,ajmer district,2023,2,47633939,82448878689.0
rajasthan,chittorgarh district,2023,2,20124029,32681384338.0
rajasthan,hanumangarh district,2023,2,17538872,33002681443.0
rajasthan,pratapgarh district,2023,2,5131204,8339462758.0
rajasthan,sawai madhopur district,2023,2,16982983,23618456413.0
rajasthan,jalore district,2023,2,12609229,27736556138.0
rajasthan,bikaner district,2023,2,31513648,53282144682.0
rajasthan,sikar district,2023,2,43838459,80007069194.0
rajasthan,dholpur district,2023,2,9007093,14977707390.0
rajasthan,sirohi district,2023,2,8996677,14353134001.0
rajasthan,rajsamand district,2023,2,11717579,18644211804.0
rajasthan,jaisalmer district,2023,2,11787063,19078104653.0
rajasthan,bundi district,2023,2,11766967,17007074554.0
rajasthan,jhalawar district,2023,2,13306994,21098817601.0
rajasthan,alwar district,2023,2,72379746,100096748505.0
rajasthan,kota district,2023,2,42838853,57552911099.0
rajasthan,jhunjhunu district,2023,2,27597073,49969031950.0
rajasthan,pali district,2023,3,21320187,34178473404.0
rajasthan,ganganagar district,2023,3,30589814,47297712558.0
rajasthan,churu district,2023,3,21904213,39273939394.0
rajasthan,jaipur district,2023,3,342432937,452155901967.0
rajasthan,baran district,2023,3,10401079,14222908052.0
rajasthan,bhilwara district,2023,3,52915174,79649818035.0
rajasthan,banswara district,2023,3,7900230,11630633606.0
rajasthan,dungarpur district,2023,3,4992020,7850218671.0
rajasthan,tonk district,2023,3,20590446,27386707917.0
rajasthan,jodhpur district,2023,3,75070383,122789673613.0
rajasthan,karauli district,2023,3,15606798,20461344023.0
rajasthan,udaipur district,2023,3,37041203,49779671400.0
rajasthan,dausa district,2023,3,30014964,37823084266.0
rajasthan,nagaur district,2023,3,39621859,74244773949.0
rajasthan,bharatpur district,2023,3,25951000,35924193451.0
rajasthan,barmer district,2023,3,35967971,59672023179.0
rajasthan,ajmer district,2023,3,55434114,89863148675.0
rajasthan,chittorgarh district,2023,3,22605457,34403640233.0
rajasthan,hanumangarh district,2023,3,20106351,34227166459.0
rajasthan,pratapgarh district,2023,3,6111837,8723940853.0
rajasthan,sawai madhopur district,2023,3,19345472,23424506562.0
rajasthan,jalore district,2023,3,13730091,27023214912.0
rajasthan,bikaner district,2023,3,35792682,55839779290.0
rajasthan,sikar district,2023,3,50163961,84352935822.0
rajasthan,dholpur district,2023,3,10530544,15934246192.0
rajasthan,sirohi district,2023,3,9956602,15240619896.0
rajasthan,rajsamand district,2023,3,12523295,19467656127.0
rajasthan,jaisalmer district,2023,3,14855158,21593262931.0
rajasthan,bundi district,2023,3,13505269,17272096633.0
rajasthan,jhalawar district,2023,3,15360849,21010378280.0
rajasthan,alwar district,2023,3,83622314,106211136518.0
rajasthan,kota district,2023,3,50762499,59711359939.0
rajasthan,jhunjhunu district,2023,3,30505394,51585276809.0
rajasthan,pali district,2023,4,23765724,39499863348.0
rajasthan,ganganagar district,2023,4,33349928,54608857347.0
rajasthan,churu district,2023,4,24325629,46468173780.0
rajasthan,jaipur district,2023,4,364600665,506659281364.0
rajasthan,baran district,2023,4,11593460,16625096523.0
rajasthan,bhilwara district,2023,4,58968074,91538306045.0
rajasthan,banswara district,2023,4,9386810,13188656202.0
rajasthan,dungarpur district,2023,4,5723390,8927270728.0
rajasthan,tonk district,2023,4,23295576,32094327439.0
rajasthan,jodhpur district,2023,4,80099069,137799775489.0
rajasthan,karauli district,2023,4,18139937,24770678505.0
rajasthan,udaipur district,2023,4,39752805,54390693651.0
rajasthan,dausa district,2023,4,32972149,44725523713.0
rajasthan,nagaur district,2023,4,43666154,86407438554.0
rajasthan,bharatpur district,2023,4,29912437,42558169003.0
rajasthan,barmer district,2023,4,39465333,67901461228.0
rajasthan,ajmer district,2023,4,61677455,104211118247.0
rajasthan,chittorgarh district,2023,4,24616512,38348336002.0
rajasthan,hanumangarh district,2023,4,21660380,39699301894.0
rajasthan,pratapgarh district,2023,4,6799162,9580649958.0
rajasthan,sawai madhopur district,2023,4,21823882,28519511276.0
rajasthan,jalore district,2023,4,15840414,32199721125.0
rajasthan,bikaner district,2023,4,39033903,65004740509.0
rajasthan,sikar district,2023,4,54855504,99274410685.0
rajasthan,dholpur district,2023,4,12508871,19234926747.0
rajasthan,sirohi district,2023,4,11048743,17125274885.0
rajasthan,rajsamand district,2023,4,13804779,21964936888.0
rajasthan,jaisalmer district,2023,4,16582346,27053067019.0
rajasthan,bundi district,2023,4,15033283,20027131090.0
