State,District,Pincode,Year,Quater,Trans_dist_count,Trans_dist_amount,Trans_pincode_count,Trans_pincode_amount
himachal-pradesh,shimla,171003,2021,3,3421673,6296627879.774387,2329788,3893910514.6489954
himachal-pradesh,shimla,171003,2021,4,3957985,7356261501.689669,2717639,4677725002.690226
himachal-pradesh,shimla,171003,2022,1,4441906,7362840550.605638,3190535,5016030006.84719
himachal-pradesh,shimla,171003,2022,2,5875215,9396933042.155468,4169488,6351783570.311645
himachal-pradesh,shimla,171003,2022,3,8892834,13349267759.063,7107267,9831616933.274183
himachal-pradesh,shimla,171003,2022,4,9603309,14161042549.708815,7746053,10862367108.855297
himachal-pradesh,solan,173205,2023,1,6697899,6853019754.0,3305794,2626397116.0
himachal-pradesh,solan,173205,2023,2,8225202,7869249175.0,3941315,2888465638.0
himachal-pradesh,solan,173205,2023,3,8707937,7941256441.0,4275400,2976803734.0
himachal-pradesh,solan,173205,2023,4,9715897,8743026348.0,4831591,3321415795.0
jammu-&-kashmir,poonch,185102,2018,1,398963,509120439.3079825,395605,503567409.6610012
jammu-&-kashmir,poonch,185102,2018,2,891298,1627868128.4895806,884352,1613618285.0921721
jammu-&-kashmir,poonch,185102,2018,3,1189512,2093062576.1870332,1177035,2060010090.0814018
jammu-&-kashmir,poonch,185102,2018,4,1642053,2992752160.889104,1624075,2932507535.124842
jammu-&-kashmir,poonch,185102,2019,1,1923655,2702486522.9746447,1901540,2645529050.135624
jammu-&-kashmir,srinagar,190002,2019,2,721517,1997435095.3858333,568782,1562324805.4850667
jammu-&-kashmir,srinagar,190002,2019,3,329195,1391918063.9301224,263102,1169632976.2855635
jammu-&-kashmir,jammu,180001,2019,4,231238,928579096.2076488,128688,521882982.9782549
jammu-&-kashmir,jammu,180005,2020,1,363150,1275561405.7653875,168047,689253824.3255086
jammu-&-kashmir,jammu,180005,2020,2,819252,2746977181.9002085,361107,1567503965.9355516
jammu-&-kashmir,jammu,180005,2020,3,1266667,4876922229.442625,697634,3188358944.664196
jammu-&-kashmir,jammu,180005,2020,4,1776840,5696308275.135366,773367,3066037381.8226085
jammu-&-kashmir,jammu,180005,2021,1,2651223,7421535965.773877,1524884,4692026136.143074
jammu-&-kashmir,jammu,180005,2021,2,3793205,10159766998.570374,2395795,6916275799.6032505
jammu-&-kashmir,jammu,180005,2021,3,5192026,13867943225.785107,3310581,9566729543.837393
jammu-&-kashmir,jammu,180005,2021,4,6639541,16627649138.408905,4045341,10810442478.763187
jammu-&-kashmir,jammu,180005,2022,1,5510056,11881749307.528316,2352472,5393223219.276758
jammu-&-kashmir,jammu,180005,2022,2,7441002,14880950856.224466,3448814,7135693305.580682
jammu-&-kashmir,jammu,180005,2022,3,7526503,13607597636.170393,3224556,5694092490.250077
jammu-&-kashmir,jammu,180005,2022,4,9213783,15674936388.296492,3868794,6528963977.395451
jammu-&-kashmir,jammu,182101,2023,1,10062633,15395688639.0,1095947,1698673477.0
jammu-&-kashmir,jammu,182101,2023,2,12519665,18093034879.0,1429583,2139600414.0
jammu-&-kashmir,jammu,190001,2023,3,14432102,19883917524.0,1620345,2567127020.0
jammu-&-kashmir,jammu,182101,2023,4,16836698,23295898530.0,1810731,2554412536.0
jharkhand,ranchi,834001,2018,1,356622,434234048.4962647,125360,139139278.121471
jharkhand,dhanbad,834001,2018,2,520547,503649314.0895539,165051,252503106.81792527
jharkhand,dhanbad,834001,2018,3,2064271,1383326534.6497748,395656,455441043.01574004
jharkhand,dhanbad,834001,2018,4,1062585,1128043527.8329785,348349,549885848.9143571
jharkhand,ranchi,834001,2019,1,1958897,3112736131.1203365,1033623,1593049145.6705914
jharkhand,ranchi,834001,2019,2,3147028,5924687357.225821,2156092,4112638389.4362826
jharkhand,ranchi,834001,2019,3,3924885,6987035689.115903,2468695,4848802245.9592495
jharkhand,ranchi,834001,2019,4,4962725,8766487755.261751,2954288,5537967680.060485
jharkhand,ranchi,834002,2020,1,5132983,10593904951.012724,2341295,6496638163.697522
jharkhand,ranchi,834002,2020,2,4656822,10380666521.918905,2306485,6739752467.112598
jharkhand,ranchi,834002,2020,3,6079407,12343755027.43895,2416834,6065980835.029514
jharkhand,ranchi,834002,2020,4,8317124,15659917253.67704,2410765,5645319200.327383
jharkhand,ranchi,834002,2021,1,11611641,20516524899.031517,4748302,9528083108.148243
jharkhand,ranchi,834002,2021,2,12803752,24097148083.85807,6074624,12331306070.157408
jharkhand,ranchi,834002,2021,3,18164412,29840666997.95928,7423091,13117507683.796112
jharkhand,ranchi,834002,2021,4,24545152,39912526848.089005,9752077,17148684727.654903
jharkhand,ranchi,834002,2022,1,28253540,46123330242.43965,11376332,20223157755.97808
jharkhand,ranchi,834002,2022,2,33436768,52558538612.80676,12938740,22174889736.57439
jharkhand,ranchi,834002,2022,3,39158673,58067147243.969315,17317756,27845499632.416027
jharkhand,ranchi,834002,2022,4,41821467,63819119475.171005,16787757,28821542216.71707
jharkhand,ranchi,834001,2023,1,45763754,61307442040.0,13240591,15389935423.0
jharkhand,ranchi,834001,2023,2,55131854,71798538513.0,15529072,17698037091.0
jharkhand,ranchi,834001,2023,3,61665875,73785110638.0,17805700,18592742545.0
jharkhand,ranchi,834001,2023,4,69176541,84447813476.0,19388108,21171002577.0
karnataka,bengaluru urban,560001,2018,1,8306513,14162750303.064842,2917356,4684262246.184547
karnataka,bengaluru urban,560001,2018,2,11916035,23824727965.49048,3777086,7545089760.607167
karnataka,bengaluru urban,560001,2018,3,18405424,33812835282.27632,5764203,10161197002.295376
karnataka,bengaluru urban,560001,2018,4,33061353,50279165003.07312,7725284,14030425393.295612
karnataka,bengaluru urban,560001,2019,1,65174133,82111161572.76288,16241340,23597361226.512825
karnataka,bengaluru urban,560001,2019,2,89148659,113389910485.89922,27169035,40026681539.0066
karnataka,bengaluru urban,560001,2019,3,131234422,150244275641.79715,34182229,49823702321.09828
karnataka,bengaluru urban,560001,2019,4,180458808,199966708446.8142,48600127,67204107791.7798
karnataka,bengaluru urban,560001,2020,1,200174352,231970686013.7528,57330889,81134886975.52737
karnataka,bengaluru urban,560001,2020,2,132120979,176357097466.76593,38973791,66590268182.41567
karnataka,bengaluru urban,560001,2020,3,188947684,261095181780.0901,56516908,95602796543.47356
karnataka,bengaluru urban,560001,2020,4,267720411,352536741958.4486,56310863,93518053649.26508
karnataka,bengaluru urban,560001,2021,1,348712787,432401341231.767,111898471,154275126291.57782
karnataka,bengaluru urban,560001,2021,2,326804307,444422398357.67755,123224371,183498284704.33478
karnataka,bengaluru urban,560001,2021,3,476485560,626123198813.8513,171396431,241306340924.0064
karnataka,bengaluru urban,560001,2021,4,584958847,755926042210.8081,206723470,283864051273.69073
karnataka,bengaluru urban,560001,2022,1,648380838,837938769153.0938,224793308,308663371704.6546
karnataka,bengaluru urban,560001,2022,2,786978117,1013933810932.2712,271515853,367011500113.69904
karnataka,bengaluru urban,560027,2022,3,738035161,930886457807.8191,160449902,217879670192.8064
karnataka,bengaluru urban,560027,2022,4,876647100,1092079302011.8887,290033166,383980424744.5664
karnataka,bengaluru urban,560068,2023,1,1012347596,1167307214747.0,48544078,49093973079.0
karnataka,bengaluru urban,560068,2023,2,1124713207,1308665877658.0,54020876,54852308815.0
karnataka,bengaluru urban,560068,2023,3,1298080873,1442850468373.0,62632584,61263877641.0
karnataka,bengaluru urban,560068,2023,4,1345789742,1497515119439.0,63713816,62360639499.0
kerala,ernakulam,682035,2018,1,390006,630357709.4293847,56906,81512699.9029796
kerala,ernakulam,682035,2018,2,521535,992297917.6619761,78839,161633712.1501858
kerala,ernakulam,682035,2018,3,731827,1317858232.2431176,114548,186055914.09882063
kerala,ernakulam,682035,2018,4,1012043,1886966258.0311787,126832,231015924.25451952
kerala,ernakulam,682035,2019,1,1657527,2766048426.726511,424794,698184963.1885434
kerala,ernakulam,682035,2019,2,2327469,4150046405.233533,1095414,1915531173.7280126
kerala,ernakulam,682035,2019,3,2730518,5157574846.841607,922736,2232586026.2426395
kerala,ernakulam,682035,2019,4,3714876,6519567750.700623,1169059,2475669826.205605
kerala,ernakulam,682016,2020,1,5025201,8938376106.912516,1364356,2874455684.652919
kerala,ernakulam,682016,2020,2,4530511,9056027224.418602,1783976,4560849554.441608
kerala,ernakulam,682016,2020,3,5931363,11683184896.523336,1781390,4453697066.566498
kerala,ernakulam,682016,2020,4,8950159,14375193240.80718,1782552,3715184494.2862844
kerala,ernakulam,682016,2021,1,13390058,18947291978.111584,4083761,6009560474.532877
kerala,ernakulam,682016,2021,2,14177054,19704497753.319965,5021464,6942814062.7759
kerala,ernakulam,682016,2021,3,19207421,26757448740.357037,6568348,9071786449.891975
kerala,ernakulam,682016,2021,4,25306923,32778937436.49068,8930087,11255618548.128666
kerala,ernakulam,682016,2022,1,29451475,36915318572.07093,10668279,13096227726.701626
kerala,ernakulam,682016,2022,2,32257485,40076176147.54245,11390739,13722939471.827314
kerala,ernakulam,682036,2022,3,35009862,41683362156.46341,7957281,8882654528.604155
kerala,ernakulam,682507,2022,4,39069167,44933855503.73201,14935118,17212516875.185562
kerala,ernakulam,682042,2023,1,30034347,33704884058.0,1406460,1246300827.0
kerala,ernakulam,682042,2023,2,31266275,36160448548.0,1422659,1296115290.0
kerala,ernakulam,682042,2023,3,34558327,38869325990.0,1538629,1369963927.0
kerala,ernakulam,682042,2023,4,36070124,39986849494.0,1567433,1390447970.0
ladakh,leh ladakh,194104,2018,1,4845,9101926.692070464,2020,3828955.0065869302
ladakh,leh ladakh,194104,2018,2,10969,33164160.35287711,3729,8309267.261285865
ladakh,leh ladakh,194104,2018,3,18715,63917843.16930765,5788,17149541.916428685
ladakh,leh ladakh,194104,2018,4,26838,103879000.36170287,9100,32131162.602099724
ladakh,leh ladakh,194104,2019,1,36320,118531360.44614574,12861,37420302.93301695
ladakh,leh ladakh,194104,2019,2,53483,201775862.19993445,17735,63295020.36014056
ladakh,leh ladakh,194104,2019,3,78541,283288473.20134807,23502,77525803.43935364
ladakh,leh ladakh,194104,2019,4,79404,302589608.5910406,25677,93804173.45136118
ladakh,leh ladakh,194104,2020,1,92250,308889816.71047306,30289,94929393.76009162
ladakh,leh ladakh,194104,2020,2,116607,398378484.5171527,38688,129402815.08383374
ladakh,leh ladakh,194104,2020,3,174514,652346606.2279811,53009,195759175.21942508
ladakh,leh ladakh,194104,2020,4,252454,869280793.9100087,79598,265446627.74241495
ladakh,leh ladakh,194104,2021,1,216659,801921555.5582755,69922,253778842.65696287
ladakh,leh ladakh,194104,2021,2,307802,1142273759.759401,97554,344092221.32634246
ladakh,leh ladakh,194101,2021,3,462038,1769463336.5355487,158592,609875579.7552676
ladakh,leh ladakh,194104,2021,4,495230,1736886845.1005516,152915,482150693.80578053
ladakh,leh ladakh,194104,2022,1,500666,1653910267.0664318,154272,472737561.2291975
ladakh,leh ladakh,194101,2022,2,888735,2898954648.724365,295744,953619671.9154239
ladakh,leh ladakh,194101,2022,3,946345,2958028223.6015,320558,987012441.2115387
ladakh,leh ladakh,194104,2022,4,850164,2346066905.1393,253102,634954359.5981989
ladakh,leh ladakh,194104,2023,1,1265470,3218322654.0,365465,817164561.0
ladakh,leh ladakh,194101,2023,2,2307295,5933975592.0,736089,1826645330.0
ladakh,leh ladakh,194101,2023,3,2793613,6734804180.0,908879,2150815665.0
ladakh,leh ladakh,194101,2023,4,2444425,5711111463.0,697881,1576192302.0
lakshadweep,lakshadweep,682551,2018,1,778,1928611.1808777403,455,1185781.9836028952
lakshadweep,lakshadweep,682551,2018,2,2132,6187809.539400538,1424,3906194.940106515
lakshadweep,lakshadweep,682551,2018,3,1703,4339032.311985849,698,1556188.1663251773
lakshadweep,lakshadweep,682555,2018,4,1642,4463213.698222831,759,2004526.4450636166
lakshadweep,lakshadweep,682555,2019,1,2481,8786130.479338996,1321,4054159.611482283
lakshadweep,lakshadweep,682555,2019,2,2926,9242524.13698889,1542,4690793.316988427
lakshadweep,lakshadweep,682555,2019,3,3104,9651761.46376847,1659,3773089.6350253187
lakshadweep,lakshadweep,682555,2019,4,3765,11269913.40492385,2171,6680517.434672307
lakshadweep,lakshadweep,682555,2020,1,5151,13502368.574504208,2725,7559822.515206487
lakshadweep,lakshadweep,682555,2020,2,7220,16942922.08594439,3325,7916550.98094236
lakshadweep,lakshadweep,682555,2020,3,8589,21306833.308656827,3980,11206286.724219684
lakshadweep,lakshadweep,682555,2020,4,11650,30111317.917080387,5080,15206028.236546889
lakshadweep,lakshadweep,682555,2021,1,9085,27042782.914081156,4769,15007370.90186011
lakshadweep,lakshadweep,682555,2021,2,11384,27383463.65795153,5888,15074376.910641793
lakshadweep,lakshadweep,682555,2021,3,13370,38803163.698768154,6738,20058639.523806334
lakshadweep,lakshadweep,682555,2021,4,15470,50998185.528381005,7192,25481054.27885051
lakshadweep,lakshadweep,682555,2022,1,16397,54939432.65393007,7323,25624455.05857206
lakshadweep,lakshadweep,682555,2022,2,17569,55929601.98990567,7618,26188276.767873175
lakshadweep,lakshadweep,682555,2022,3,15241,47580009.61750026,6356,20631453.646095395
lakshadweep,lakshadweep,682555,2022,4,17147,54813873.614936255,7140,23769820.494985007
lakshadweep,lakshadweep,682555,2023,1,29520,85321961.0,12662,35231915.0
lakshadweep,lakshadweep,682555,2023,2,34918,97987438.0,14670,38648281.0
lakshadweep,lakshadweep,682555,2023,3,43757,94527061.0,18181,38721262.0
lakshadweep,lakshadweep,682555,2023,4,63479,119831383.0,25279,50564924.0
madhya-pradesh,bhopal,462001,2018,1,1704495,1905473874.8326716,832846,898730606.684653
madhya-pradesh,bhopal,462001,2018,2,2101870,3162583722.7483263,928983,1443626493.1959717
madhya-pradesh,bhopal,462001,2018,3,3157810,4500771533.49004,1164035,1861753236.3155599
madhya-pradesh,bhopal,462001,2018,4,4226983,6249310700.95542,1500309,2552351600.8016467
madhya-pradesh,bhopal,462001,2019,1,8252290,9878412374.297678,3626425,5068130944.898084
madhya-pradesh,bhopal,462001,2019,2,12031142,17309015090.75333,6704852,11443970357.937914
madhya-pradesh,bhopal,462001,2019,3,15339970,19449113922.050434,6269219,11834863354.419373
madhya-pradesh,bhopal,462001,2019,4,18062429,24303685079.877422,6837881,13576912651.586494
madhya-pradesh,indore,452005,2020,1,20249473,30491290764.19948,8311339,16391514714.613842
madhya-pradesh,bhopal,462008,2020,2,14074026,27679446324.45678,7083405,18733977853.722977
madhya-pradesh,bhopal,462008,2020,3,29560361,57525605025.512215,18608188,42836925858.3958
madhya-pradesh,bhopal,462008,2020,4,38492334,67905952477.88091,20637374,44520942803.43779
madhya-pradesh,bhopal,462008,2021,1,67309234,101725720745.41441,45920869,76097617508.03973
madhya-pradesh,bhopal,462008,2021,2,74643630,127038866031.39793,57596018,101902493881.58667
madhya-pradesh,bhopal,462008,2021,3,103403998,146735124186.2163,74987334,111259178579.96481
madhya-pradesh,bhopal,462008,2021,4,134176541,190196223229.17584,97987017,145639258182.99155
madhya-pradesh,bhopal,462008,2022,1,159892411,221096758835.2795,119378084,172143368941.89307
madhya-pradesh,bhopal,462008,2022,2,185588829,255910395858.58392,137837715,198147341166.69937
madhya-pradesh,chhindwara,480001,2022,3,169367916,236429180484.71173,164538285,229267141662.06653
madhya-pradesh,chhindwara,480001,2022,4,245710341,350638062974.8574,240053791,341860974379.64307
madhya-pradesh,indore,452010,2023,1,125871728,151714773334.0,14391624,15680458030.0
madhya-pradesh,indore,452010,2023,2,142167846,167783471243.0,16775309,17599630935.0
madhya-pradesh,indore,452010,2023,3,164378809,181806591343.0,19298599,19212876500.0
madhya-pradesh,indore,452010,2023,4,180579604,204276477732.0,20950261,21104165411.0
maharashtra,pune,400008,2018,1,3842929,5378982326.835919,2227885,3105208723.475169
maharashtra,pune,400008,2018,2,5162876,8513428062.925207,2631405,4703762207.003538
maharashtra,pune,400008,2018,3,7890491,12601613622.467594,3111609,5436005565.196791
maharashtra,pune,400008,2018,4,11075153,18048884123.019886,4586309,8474903607.1238575
maharashtra,pune,400008,2019,1,23360634,32233517413.825314,6494529,10238553958.763014
maharashtra,pune,411006,2019,2,44795652,58398808592.1738,22544991,34073354893.758354
maharashtra,pune,411006,2019,3,67093416,78128868958.39702,25995035,42031275308.282005
maharashtra,pune,411006,2019,4,91666565,103270644868.1607,32779718,51360244641.273315
maharashtra,pune,411004,2020,1,107497963,119146177775.3236,43278566,64894935103.99599
maharashtra,pune,411004,2020,2,58840981,94890914730.75931,27617700,58352702890.56201
maharashtra,pune,411004,2020,3,101472134,154366363808.0403,49082232,94100767700.43585
maharashtra,pune,411004,2020,4,142350762,182511549425.14313,48628369,83733590846.6026
maharashtra,pune,411004,2021,1,208930588,253623629237.65793,99287169,142692099313.189
maharashtra,pune,411004,2021,2,218732925,298657497266.99304,120795663,186134320440.93646
maharashtra,pune,411004,2021,3,303322956,372243656247.4718,155523883,217400690972.0777
maharashtra,pune,411004,2021,4,371337618,454584743765.05554,185423020,259406175394.85846
maharashtra,pune,411004,2022,1,424149132,508475101454.5797,209101358,285005833904.6318
maharashtra,pune,411004,2022,2,520321567,620747087392.5974,262731186,356436998068.0399
maharashtra,pune,411033,2022,3,505018506,549531791371.8348,217102802,241609848561.36984
maharashtra,pune,411033,2022,4,544687754,590334491443.0928,263248580,298971294541.89966
maharashtra,pune,411057,2023,1,505841046,489824129517.0,27438671,21723536786.0
maharashtra,pune,411057,2023,2,554427668,535801107518.0,30991776,24785623038.0
maharashtra,pune,411057,2023,3,625390706,593994260196.0,35730539,28470754620.0
maharashtra,pune,410501,2023,4,673819127,639679187750.0,37823604,30451717116.0
manipur,imphal west,795004,2018,1,29863,46026262.666274294,12606,23682933.58208196
manipur,imphal west,795004,2018,2,46604,84363001.78828333,18869,44371601.789746955
manipur,imphal east,795008,2018,3,60511,89605715.78431109,22448,15778360.208970271
manipur,imphal west,795004,2018,4,71845,181598328.1568606,32711,95104886.51172696
manipur,imphal west,795004,2019,1,79612,205676258.93003774,35245,109634944.30257642
manipur,imphal west,795004,2019,2,78677,232056651.71484104,36187,120781209.48124579
manipur,imphal west,795004,2019,3,101022,266880799.50360966,49341,143342579.45317823
manipur,imphal west,795004,2019,4,150073,445926296.05285025,85163,284142574.36576116
manipur,imphal west,795004,2020,1,471392,1799193747.3658047,387305,1585768079.294744
manipur,imphal west,795004,2020,2,551775,2034861513.6925411,434372,1785185559.4248211
manipur,imphal west,795004,2020,3,805964,3116905375.221828,668121,2783564813.2543106
manipur,imphal west,795004,2020,4,894877,3447479864.9516916,735821,2994638886.281819
manipur,imphal west,795004,2021,1,1693458,4962553375.308464,1557689,4521302248.497635
manipur,imphal west,795004,2021,2,2353896,5697696459.585503,2185030,5211049973.461837
manipur,imphal west,795004,2021,3,3027735,7437068961.027052,2823956,6823004582.206873
manipur,imphal west,795004,2021,4,3649688,9254105829.377777,3416235,8509771291.735897
manipur,imphal west,795004,2022,1,4129560,10331377272.313238,3869356,9537639096.801764
manipur,imphal west,795004,2022,2,4858000,11035105413.78688,4573299,10202669169.894806
manipur,imphal west,795004,2022,3,4865688,11153142712.787489,4302756,9730640425.077581
manipur,imphal west,795004,2022,4,4737839,11004726597.698875,4334975,9947583589.937637
manipur,imphal west,795004,2023,1,987912,2602833306.0,456363,1240769088.0
manipur,imphal west,795004,2023,2,484182,1347200442.0,224651,619969789.0
manipur,imphal west,795004,2023,3,283239,1192373419.0,148271,617891060.0
manipur,imphal west,795004,2023,4,645798,2110859186.0,317336,1029659784.0
meghalaya,east khasi hills,793002,2018,1,23283,31807959.175373342,6326,6240111.071966832
meghalaya,east khasi hills,793001,2018,2,33966,61180700.47972991,7159,14913054.71284224
meghalaya,east khasi hills,793002,2018,3,54015,111173160.26256448,11883,14458549.37949472
meghalaya,east khasi hills,793001,2018,4,70386,167808906.77955163,15970,40796934.65361333
meghalaya,east khasi hills,793002,2019,1,101662,201352082.70276013,28260,47614066.46344929
meghalaya,east khasi hills,793002,2019,2,126665,274701980.60370815,49250,90504986.2351276
meghalaya,east khasi hills,793002,2019,3,156970,344129503.4634751,47462,111694863.89359623
meghalaya,east khasi hills,793002,2019,4,189936,413649820.0310261,64202,141840260.03395098
meghalaya,east khasi hills,793001,2020,1,280817,712010339.1765578,103312,285965673.368166
meghalaya,east khasi hills,793001,2020,2,294655,669450297.8938913,82349,214418577.07837713
meghalaya,east khasi hills,793001,2020,3,239307,571789473.606595,64872,184743614.18398914
meghalaya,east khasi hills,793001,2020,4,298622,777719090.1611657,83561,243804216.45795542
meghalaya,east khasi hills,793001,2021,1,322156,915771307.2291536,135187,386470990.4137241
meghalaya,east khasi hills,793001,2021,2,386773,994348113.9313933,165598,426313703.5332465
meghalaya,east khasi hills,793001,2021,3,475308,1267820067.2649465,207464,530904907.19687676
meghalaya,east khasi hills,793001,2021,4,602012,1647841435.7937279,263013,690414224.1540794
meghalaya,east khasi hills,793001,2022,1,653082,1762837936.3129022,276853,725122188.6667871
meghalaya,east khasi hills,793001,2022,2,853333,2156500112.108344,365755,881158453.6632786
meghalaya,east khasi hills,793004,2022,3,2924522,6137770373.209273,2175126,4365875115.728675
meghalaya,east khasi hills,793004,2022,4,2285868,4886013367.030625,1577217,3214355276.3930554
meghalaya,east khasi hills,793101,2023,1,1220563,2680323809.0,420175,849783871.0
meghalaya,east khasi hills,793101,2023,2,1584287,3308371744.0,506038,906418719.0
meghalaya,east khasi hills,794104,2023,3,1925071,3637181187.0,589924,1063651682.0
meghalaya,west garo hills,794104,2023,4,2128194,4034159325.0,835597,1564832198.0
mizoram,aizawl,796005,2018,1,12006,27918980.947612703,3256,6634317.385850769
mizoram,aizawl,796005,2018,2,16353,48340497.162337765,4417,14440855.066719865
mizoram,aizawl,796009,2018,3,24199,72031541.21772185,6407,20793872.837517485
mizoram,aizawl,796009,2018,4,31828,114757156.94931005,9171,31415683.665513154
mizoram,aizawl,796005,2019,1,40608,125499167.45130551,10815,32202219.920329325
mizoram,aizawl,796005,2019,2,45257,147150855.43357456,16165,52876456.57835414
mizoram,aizawl,796005,2019,3,54796,162632861.96810922,18145,60198930.48729792
mizoram,aizawl,796005,2019,4,68532,215337713.34849542,21896,77854565.1683986
mizoram,aizawl,796009,2020,1,78597,215534588.05424356,26107,80069727.23173442
mizoram,aizawl,796009,2020,2,93369,238637352.5294009,27056,82745071.91532114
mizoram,aizawl,796009,2020,3,136460,413175918.97011656,48205,175630753.6479782
mizoram,aizawl,796009,2020,4,166039,532069401.32491755,50518,189146316.445437
mizoram,aizawl,796009,2021,1,182220,609359098.2421973,76328,259766610.14421672
mizoram,aizawl,796009,2021,2,222893,635733236.9899334,100831,286828666.6678535
mizoram,aizawl,796009,2021,3,276340,865537331.9432544,132382,396548293.26272213
mizoram,aizawl,796009,2021,4,317555,1021257676.3595349,149068,459322471.46321535
mizoram,aizawl,796009,2022,1,341192,1081700361.9959884,161596,493112981.5938037
mizoram,aizawl,796009,2022,2,364786,1137178791.3961444,176922,539287734.8313656
mizoram,aizawl,796008,2022,3,383546,1129120156.9892116,113570,314908099.4107823
mizoram,aizawl,796009,2022,4,360350,1054341698.8459929,78140,241568435.65820393
mizoram,aizawl,796009,2023,1,504609,1341466173.0,127064,348570875.0
mizoram,aizawl,796009,2023,2,591532,1487286801.0,156094,399199428.0
mizoram,aizawl,796009,2023,3,685462,1543440692.0,181534,414330798.0
mizoram,aizawl,796009,2023,4,780542,1736939028.0,208470,467641535.0
nagaland,dimapur,797112,2018,1,18449,38330087.582417,8620,19059457.9754965
nagaland,dimapur,797112,2018,2,31758,78472133.75014433,14049,31589541.56854105
nagaland,dimapur,797112,2018,3,44383,122676685.88107637,18409,55214851.729000755
nagaland,dimapur,797112,2018,4,68046,202172094.6763664,29945,85392245.18171245
nagaland,dimapur,797112,2019,1,80741,222202606.82928652,30078,91827720.17261904
nagaland,dimapur,797112,2019,2,86518,258070892.01001915,31760,104104725.46501887
nagaland,dimapur,797112,2019,3,117140,307103749.65803885,41627,116672435.97285631
nagaland,dimapur,797112,2019,4,142922,401874104.2973213,53432,162729771.13376018
nagaland,dimapur,797112,2020,1,185428,497123725.474146,76306,243307125.7446099
nagaland,dimapur,797112,2020,2,232533,564581175.022531,88683,249630838.837386
nagaland,dimapur,797112,2020,3,352179,1122771447.128912,178964,665331371.076982
nagaland,dimapur,797112,2020,4,422501,1549414048.2654052,218369,867441276.0876397
nagaland,dimapur,797112,2021,1,550985,1837044748.4900613,363423,1172951127.7531226
nagaland,dimapur,797112,2021,2,585389,1726249195.1688533,359572,1023298713.2763922
nagaland,dimapur,797112,2021,3,727702,2201388248.147341,456410,1290687482.948593
nagaland,dimapur,797112,2021,4,886146,2741781159.7608576,538949,1571739246.7692854
nagaland,dimapur,797112,2022,1,1111352,3258683919.847051,708126,1984422692.3511353
nagaland,dimapur,797112,2022,2,1334969,3611270476.50131,879313,2245214396.6041055
nagaland,dimapur,797112,2022,3,1094753,3023858206.1614122,628896,1642752208.870655
nagaland,dimapur,797112,2022,4,1632985,4411217834.641218,1119621,2902205160.7422147
nagaland,dimapur,797112,2023,1,1475840,4205042331.0,610281,1839982352.0
nagaland,dimapur,797112,2023,2,1735282,4577151672.0,719082,1981126865.0
nagaland,dimapur,797112,2023,3,2045117,4845934563.0,858308,2121482822.0
nagaland,dimapur,797112,2023,4,2329419,5574882683.0,1003774,2499052161.0
odisha,khordha,751002,2018,1,1013916,1064565482.4430823,97309,111612981.62039936
odisha,khordha,751002,2018,2,1344202,1738879066.970015,122383,184281055.79165035
odisha,khordha,756001,2018,3,5333443,4389717266.977921,816844,516289574.79545754
odisha,khordha,756001,2018,4,4036038,4756776453.593592,363976,325353686.6589139
odisha,khordha,751002,2019,1,9928652,10292381463.86045,3610149,4146232245.1689343
odisha,khordha,751002,2019,2,13339889,19006076643.493904,8318660,12733845249.989027
odisha,khordha,751002,2019,3,18364742,25509656902.49331,9990982,16300297217.157505
odisha,khordha,751002,2019,4,27477393,34227232121.528633,13743261,19669451911.7042
odisha,khordha,751001,2020,1,23152370,39755139238.6053,11782987,25543182753.84958
odisha,khordha,751001,2020,2,16842715,34814877058.41614,9411361,23813152297.287315
odisha,khordha,751001,2020,3,23387123,44638448273.522484,11770940,27337331950.38349
odisha,khordha,751001,2020,4,30354832,54573862957.883156,11637193,26523469788.723434
odisha,khordha,751001,2021,1,45765876,75722041312.73495,24151383,44482729136.23656
odisha,khordha,751001,2021,2,51729539,85083429987.67566,30961581,53565783087.01067
odisha,khordha,751001,2021,3,71647985,108452202806.23245,41875475,65849220632.32577
odisha,khordha,751001,2021,4,94505879,135122128258.68544,52532360,79093274940.53793
odisha,khordha,751001,2022,1,104052705,152745328927.4852,58525215,91210203433.81744
odisha,khordha,751001,2022,2,124986765,174299128204.99298,69262961,101369063330.80548
odisha,khordha,751001,2022,3,182514532,234713995654.54218,123281915,161654599037.78528
odisha,khordha,751001,2022,4,208260666,268479766618.40594,140210762,184650659638.9054
odisha,khordha,751024,2023,1,111522734,135017933250.0,9053141,8680586174.0
odisha,khordha,751024,2023,2,124412287,146803819835.0,9800184,9429348600.0
odisha,khordha,751024,2023,3,144941533,159592851808.0,11534021,10618664353.0
odisha,khordha,751024,2023,4,165927018,180631613988.0,12694663,11608487658.0
puducherry,puducherry,605001,2018,1,86486,136205607.94582328,18580,28058155.045080293
puducherry,puducherry,605001,2018,2,102722,224950541.63276505,18495,37995580.550372966
puducherry,puducherry,605001,2018,3,147716,334779012.2520994,25761,53968835.18349095
puducherry,puducherry,605001,2018,4,253397,511150128.28504336,37035,78460607.91682452
puducherry,puducherry,605001,2019,1,422723,753546044.3241928,95615,184464722.20234916
puducherry,puducherry,605001,2019,2,519810,1075863296.3940065,193489,426451666.7865988
puducherry,puducherry,605001,2019,3,629431,1279933924.0902395,173040,472479108.81335366
