State,District,Pincode,Year,Quater,Trans_dist_count,Trans_dist_amount,Trans_pincode_count,Trans_pincode_amount
puducherry,puducherry,605001,2019,4,893985,1700000398.3563335,226313,555018146.2564323
puducherry,puducherry,605002,2020,1,1060927,1916832756.3287992,250193,607417165.470148
puducherry,puducherry,605002,2020,2,868930,1652466844.3605218,214453,575796922.65806
puducherry,puducherry,605002,2020,3,1515874,3144232151.6990056,563408,1463605726.5866117
puducherry,puducherry,605002,2020,4,2349454,4194543311.9718037,638379,1383994730.1409993
puducherry,puducherry,605002,2021,1,2920236,5086390412.089685,1036280,1941081627.2425518
puducherry,puducherry,605002,2021,2,3316123,5610649880.723416,1448920,2544720176.7440305
puducherry,puducherry,605002,2021,3,4514763,7530306876.968773,1867399,3253487986.2339063
puducherry,puducherry,605002,2021,4,5606990,8973636725.35894,2320004,3824140611.518544
puducherry,puducherry,605002,2022,1,6470067,10377036935.727272,2725323,4579265602.263967
puducherry,puducherry,605002,2022,2,7617058,11822245859.332417,3234467,5237678359.690546
puducherry,puducherry,605007,2022,3,5992740,8962290618.748474,1216338,1890008143.98414
puducherry,puducherry,605007,2022,4,6382870,9121245940.116945,1538392,2345044522.67898
puducherry,puducherry,605110,2023,1,8201469,11002579889.0,975229,1415082091.0
puducherry,puducherry,605110,2023,2,8965912,11885508091.0,1062462,1541137525.0
puducherry,puducherry,533464,2023,3,9920732,12685690675.0,1173799,1858174993.0
puducherry,puducherry,533464,2023,4,10314854,12942285294.0,1317482,2091174312.0
punjab,ludhiana,141003,2018,1,427197,563038260.5420344,79956,118993261.94966857
punjab,ludhiana,143001,2018,2,572930,935892631.8609879,98459,231845409.89415362
punjab,ludhiana,143001,2018,3,778963,1456417150.3474631,132508,363203159.5718124
punjab,ludhiana,143001,2018,4,1098598,2226953590.8612576,200120,534226148.61016536
punjab,ludhiana,141003,2019,1,1955827,3406467299.5810013,595707,1215430195.6647024
punjab,ludhiana,141003,2019,2,2861806,6103196266.995374,1655885,3715037000.799824
punjab,ludhiana,141003,2019,3,3105207,7455507218.782127,1510018,4396675867.114721
punjab,ludhiana,141003,2019,4,3939299,9747197706.866158,1876920,5392286092.499036
punjab,ludhiana,141008,2020,1,4234211,9811040748.858643,2204060,6049261691.561724
punjab,ludhiana,141008,2020,2,3918678,9202417232.515121,1933611,5935144850.588928
punjab,ludhiana,141008,2020,3,5373096,13411978555.224405,2867721,8360811842.828445
punjab,ludhiana,141008,2020,4,6433526,16002263104.77765,2976448,8609568637.44256
punjab,ludhiana,141008,2021,1,8956495,19225271865.79327,5548372,11884271323.49248
punjab,ludhiana,141008,2021,2,11475061,23530471085.652363,7637763,15520456270.585651
punjab,ludhiana,141008,2021,3,16104345,30807741534.262596,11041061,20678673037.58342
punjab,ludhiana,141008,2021,4,19553778,39292772660.87953,13418112,26344629316.290863
punjab,ludhiana,141008,2022,1,21131450,40193189296.7483,14304410,26313996218.719788
punjab,ludhiana,141008,2022,2,26982785,46924183892.055084,18613851,30932873842.40671
punjab,ludhiana,141007,2022,3,31697344,52659794645.55728,17194042,26076678336.602097
punjab,ludhiana,141007,2022,4,33298864,57521708592.12727,19531735,31243716271.50683
punjab,sas nagar,143001,2023,1,17880615,21373928207.0,4926763,10757826238.0
punjab,ludhiana,143001,2023,2,22554895,35359847523.0,5787855,11694816286.0
punjab,ludhiana,143001,2023,3,26197826,39199512085.0,6594315,12509083916.0
punjab,ludhiana,143001,2023,4,29131325,45277102986.0,6996281,13688304365.0
rajasthan,jaipur,302001,2018,1,2417174,2953086960.141372,209739,292411778.3167514
rajasthan,jaipur,302001,2018,2,3175255,4952882923.415596,242220,457737042.3616353
rajasthan,jaipur,302001,2018,3,4954443,7882149494.55468,304945,605573687.4317768
rajasthan,jaipur,302015,2018,4,7271209,12107341570.492035,444192,630328852.3652544
rajasthan,jaipur,302001,2019,1,19178441,25043540802.372772,4954219,7600396570.221162
rajasthan,jaipur,302001,2019,2,27449382,46056907216.76753,14130072,26047079270.713707
rajasthan,jaipur,302001,2019,3,36334520,58402103360.67964,15037317,31903765546.790283
rajasthan,jaipur,302001,2019,4,44335592,81782144762.48987,17153003,41220743922.1253
rajasthan,jaipur,302016,2020,1,52623661,98360847993.80876,24180734,56174137377.66255
rajasthan,jaipur,302016,2020,2,43871862,88270816977.90562,22032140,53610675078.51194
rajasthan,jaipur,302016,2020,3,71797182,138189424031.4575,34723808,78104750484.06071
rajasthan,jaipur,302016,2020,4,82378485,159641718978.41748,31028451,71599277148.69725
rajasthan,jaipur,302016,2021,1,125917532,223771205713.2528,65639307,124138636281.23145
rajasthan,jaipur,302016,2021,2,137247139,248390977964.55786,81782827,152295120262.96942
rajasthan,jaipur,302016,2021,3,193839196,313664435689.29987,108659324,179936124302.00922
rajasthan,jaipur,302016,2021,4,231804892,394435778364.0141,130544931,225546213678.0312
rajasthan,jaipur,302016,2022,1,262950613,434507898653.22876,148956604,248958961898.9538
rajasthan,jaipur,302016,2022,2,314511010,497492495896.22046,181570316,290408785688.94006
rajasthan,jaipur,302012,2022,3,377469909,564818218571.2906,220682742,322546632329.7969
rajasthan,jaipur,302012,2022,4,404922774,635458549842.8215,255709582,401447081116.40735
rajasthan,jaipur,302012,2023,1,250101628,383391511211.0,17831228,30754435475.0
rajasthan,jaipur,302012,2023,2,291245541,414094307123.0,20702152,32851767886.0
rajasthan,jaipur,302012,2023,3,342432937,452155901967.0,23993171,35931331779.0
rajasthan,jaipur,302012,2023,4,364600665,506659281364.0,25869737,40194287359.0
sikkim,east,737101,2018,1,24432,35907388.054869555,5740,8443342.10723518
sikkim,east,737101,2018,2,40432,83823658.19224699,10559,25376078.163594432
sikkim,east,737101,2018,3,59571,133322127.02823457,14511,34011083.76562938
sikkim,east,737101,2018,4,84485,216960325.35148895,20274,53997162.86355927
sikkim,east,737101,2019,1,155482,291845617.9832262,74498,118108022.59828645
sikkim,east,737101,2019,2,297652,538259507.8024242,210317,320406038.0351463
sikkim,east,737101,2019,3,429201,643298304.6767757,310087,394711071.83428097
sikkim,east,737101,2019,4,616761,877636921.1534436,477056,567811576.1273177
sikkim,east,737101,2020,1,360279,729478141.568978,198806,401678944.0832668
sikkim,east,737101,2020,2,304581,653853477.4965272,99514,241524817.7601629
sikkim,east,737101,2020,3,353881,869648385.4220288,123677,363123445.92071867
sikkim,east,737101,2020,4,428732,1129627876.1171594,137621,401393359.3730345
sikkim,east,737101,2021,1,516158,1432658383.1323361,230314,651230894.2642756
sikkim,east,737101,2021,2,635504,1575867390.7924504,297452,724746706.3079436
sikkim,east,737101,2021,3,757493,1937906268.9017417,338734,867802298.5562382
sikkim,east,737101,2021,4,1071092,2791933180.3838186,541997,1401565372.8342977
sikkim,east,737101,2022,1,1173942,2887894588.7435055,572571,1429425945.961132
sikkim,east,737101,2022,2,1540255,3736097005.542384,766826,1908886120.2727275
sikkim,east,737101,2022,3,1604446,3375012613.0491495,794044,1639837896.5598912
sikkim,east,737132,2022,4,2227237,4615052808.218626,828709,1491008376.2351952
sikkim,east,737101,2023,1,2050840,4070142377.0,641677,1331757197.0
sikkim,east,737101,2023,2,2681672,5266694395.0,899962,1922355312.0
sikkim,east,737101,2023,3,2877345,4826863273.0,848485,1395615692.0
sikkim,east,737101,2023,4,2941915,5169011224.0,939710,1604243292.0
tamil-nadu,chennai,600003,2018,1,2656230,4281137762.522443,2010196,2997847000.265506
tamil-nadu,chennai,600003,2018,2,3719593,7305357440.752291,2771900,5194488793.022476
tamil-nadu,chennai,600003,2018,3,5887343,10122319547.137985,4430587,7070098756.153783
tamil-nadu,chennai,600003,2018,4,8007699,14632395110.56675,5539392,10066365923.24963
tamil-nadu,chennai,600003,2019,1,11642449,18810971714.51368,8217185,12799152324.27052
tamil-nadu,chennai,600003,2019,2,10577435,20366477248.325935,6992850,13700604318.48539
tamil-nadu,chennai,600003,2019,3,11333032,23024193806.41262,6406756,14709936634.889
tamil-nadu,chennai,600003,2019,4,16437269,31810645818.308853,10008230,21375916666.727257
tamil-nadu,chennai,600003,2020,1,21747309,40923609646.495,14352747,29310364582.884754
tamil-nadu,chennai,600003,2020,2,12611208,29147317644.503105,8641869,22394007817.575096
tamil-nadu,chennai,600003,2020,3,17354210,39868873382.45007,11269288,28801727693.914406
tamil-nadu,chennai,600003,2020,4,24172148,46230345977.314285,11690163,26114457256.84628
tamil-nadu,chennai,600003,2021,1,39623781,67401706552.937416,25512152,44939868773.04715
tamil-nadu,chennai,600003,2021,2,43737916,74499227803.65169,31694305,54282023022.63944
tamil-nadu,chennai,600003,2021,3,60971210,100463999673.28705,42982007,71274098295.90457
tamil-nadu,chennai,600003,2021,4,76229690,118203166308.69281,54054310,83084090738.55415
tamil-nadu,chennai,600003,2022,1,87458453,135444152912.82495,62446149,95888452779.63263
tamil-nadu,chennai,600003,2022,2,105344784,154665269695.64178,75241472,108938946466.4329
tamil-nadu,chengalpattu,600119,2022,3,78987490,106079722725.66629,54651373,74718053576.90952
tamil-nadu,chengalpattu,600119,2022,4,109159290,143850411731.03558,82889654,111402422914.48465
tamil-nadu,chennai,635109,2023,1,54082635,74022904169.0,5561184,8063057016.0
tamil-nadu,chennai,635109,2023,2,58067196,79752773295.0,6139659,9025310633.0
tamil-nadu,chennai,635109,2023,3,64423156,85198861679.0,6976780,9850516872.0
tamil-nadu,chennai,635109,2023,4,63203856,84462859933.0,7538752,10522235023.0
telangana,hyderabad,500012,2018,1,2545507,4287223789.76588,933013,1643061976.426294
telangana,hyderabad,500012,2018,2,3156805,6628159910.681627,1024336,2257038218.1929708
telangana,hyderabad,500012,2018,3,5786941,9503554478.108147,1726388,3077635699.337487
telangana,hyderabad,500012,2018,4,9360515,14727846731.548256,2576408,4841883809.168822
telangana,hyderabad,500012,2019,1,24838664,34892156029.40753,9957548,15399177052.931395
telangana,hyderabad,500012,2019,2,43511186,73949377453.0185,23303184,42709920754.79193
telangana,hyderabad,500012,2019,3,55159072,96365182751.25804,27360144,55516914964.120514
telangana,hyderabad,500012,2019,4,72987282,130230415629.30252,32637373,67244225971.71475
telangana,hyderabad,500001,2020,1,94177232,183207208610.81787,63671159,139394865595.49792
telangana,hyderabad,500001,2020,2,56374644,130820061488.30273,39752686,101961882246.87434
telangana,hyderabad,500001,2020,3,99285803,228448742377.47607,70732132,177532009421.7673
telangana,hyderabad,500001,2020,4,117008707,243045184188.28204,63797806,154104662898.10645
telangana,hyderabad,500001,2021,1,169703372,316572388133.78735,107274281,218270126529.36053
telangana,hyderabad,500001,2021,2,212326623,424872741465.13696,148864777,315432046413.66345
telangana,hyderabad,500001,2021,3,262028284,479343321365.37256,173430239,335290201877.6652
telangana,hyderabad,500001,2021,4,325636475,582079170534.0186,213053128,398798138080.50854
telangana,hyderabad,500001,2022,1,372711414,661512502141.0775,248675599,460948755722.1826
telangana,hyderabad,500001,2022,2,446470234,775908693266.7238,296874552,536659038240.45605
telangana,hyderabad,500034,2022,3,1018658174,1586047443981.7905,832279716,1276247184385.9084
telangana,hyderabad,500034,2022,4,1133829812,1753799022390.8735,967508435,1501499856273.482
telangana,rangareddy,500072,2023,1,329344012,487359310308.0,48884911,69139644856.0
telangana,rangareddy,500072,2023,2,384456496,561147925919.0,58118143,80065833852.0
telangana,rangareddy,500072,2023,3,439381886,615864362548.0,65847402,88142226984.0
telangana,rangareddy,500072,2023,4,460487052,647241284036.0,69292728,91284974730.0
tripura,west tripura,799001,2018,1,70467,68418341.27939591,9535,11029713.22537743
tripura,west tripura,799001,2018,2,108318,127784098.63368198,16193,22630189.05025975
tripura,west tripura,799001,2018,3,168029,229530961.76904222,26677,41554796.06232005
tripura,west tripura,799001,2018,4,192827,305112898.56606925,30211,53358135.459365055
tripura,west tripura,799001,2019,1,269281,356302222.87033004,37656,58808386.11254738
tripura,west tripura,799001,2019,2,259708,400168803.61725503,37761,70792093.22384417
tripura,west tripura,799001,2019,3,370916,501659348.30598545,51438,93380569.27025789
tripura,west tripura,799001,2019,4,394538,585934433.558359,59817,116307801.07017073
tripura,west tripura,799001,2020,1,461888,795860840.742927,87118,229108279.45874107
tripura,west tripura,799001,2020,2,422021,779679849.9780351,86161,231777951.65221855
tripura,west tripura,799001,2020,3,522218,937726111.8013046,96924,210455496.0266828
tripura,west tripura,799001,2020,4,692509,1319546164.1650114,141329,295115359.2662865
tripura,west tripura,799001,2021,1,692376,1402040320.719656,164426,351838459.6746892
tripura,west tripura,799001,2021,2,772723,1463071251.4870775,180337,373392994.57616675
tripura,west tripura,799001,2021,3,960039,1895464982.7091532,239712,491293307.22377086
tripura,west tripura,799001,2021,4,1174499,2328859193.6465282,295775,586031411.957277
tripura,west tripura,799001,2022,1,1340631,2620170134.665219,331041,646519724.2691705
tripura,west tripura,799001,2022,2,1654938,2957075284.517076,407651,759465139.192843
tripura,west tripura,799001,2022,3,2286054,4317123305.576752,939704,1937548277.2018309
tripura,west tripura,799001,2022,4,3006900,5757593406.558214,1547249,3286195023.042714
tripura,west tripura,799001,2023,1,3134574,5127042638.0,556403,970341648.0
tripura,west tripura,799001,2023,2,3504788,5599757469.0,652112,1107454735.0
tripura,west tripura,799001,2023,3,4139314,6159518389.0,772124,1213222644.0
tripura,west tripura,799001,2023,4,4523251,6769130434.0,880207,1394416176.0
uttar-pradesh,gautam buddha nagar,201301,2018,1,1387567,2065704006.9242067,690196,987613438.9540119
uttar-pradesh,gautam buddha nagar,201301,2018,2,1942298,3398984096.752239,971854,1673280979.3831716
uttar-pradesh,varanasi,221001,2018,3,3305134,2367346800.1463585,1439623,671779876.5266988
uttar-pradesh,gautam buddha nagar,201301,2018,4,6083056,7483532543.63562,2504916,3217987818.841588
uttar-pradesh,gautam buddha nagar,201301,2019,1,10750094,10286434896.5461,4596696,4223121104.413077
uttar-pradesh,lucknow,226004,2019,2,12624404,22426462674.94428,8966947,16438621373.818607
uttar-pradesh,gautam buddha nagar,226004,2019,3,13014875,14118512957.85155,6687157,17110382946.6282
uttar-pradesh,gautam buddha nagar,226004,2019,4,16003102,17701548866.812836,8588482,21494958633.324272
uttar-pradesh,gautam buddha nagar,226004,2020,1,16781339,19356764212.732895,9379065,25604240132.822746
uttar-pradesh,lucknow,226004,2020,2,12430842,30895556075.945335,7759585,23228204955.63629
uttar-pradesh,lucknow,226004,2020,3,18626637,44986768816.575165,11561325,32419324318.886276
uttar-pradesh,gautam buddha nagar,226004,2020,4,26875484,32842519367.026226,10577161,28971261812.62314
uttar-pradesh,lucknow,226004,2021,1,35616880,66268662302.66503,22707332,45313324217.90133
uttar-pradesh,lucknow,226004,2021,2,41241215,78447443137.55057,30119203,58851436924.50308
uttar-pradesh,lucknow,226004,2021,3,51055467,85371248453.0547,32760729,56323637943.606125
uttar-pradesh,lucknow,226004,2021,4,67415795,115688821642.09215,43155116,77167492878.88756
uttar-pradesh,lucknow,226004,2022,1,79740953,132456458141.91397,52902770,91187788842.3486
uttar-pradesh,lucknow,226004,2022,2,102123625,164056107244.2309,69083808,115329604877.16333
uttar-pradesh,lucknow,226020,2022,3,103532277,150291038432.73062,63023875,91465754907.13475
uttar-pradesh,lucknow,226020,2022,4,142292419,214139000063.1341,105929627,163113420102.871
uttar-pradesh,gautam buddha nagar,201301,2023,1,130607154,135979906082.0,34429152,30542090341.0
uttar-pradesh,gautam buddha nagar,201301,2023,2,157681545,150948217823.0,40364243,33059188347.0
uttar-pradesh,gautam buddha nagar,201301,2023,3,180450033,164910883457.0,45155149,35368082651.0
uttar-pradesh,gautam buddha nagar,201301,2023,4,192419424,180306500632.0,47085837,38136753615.0
uttarakhand,dehradun,263153,2018,1,329459,512888194.28700817,97382,90201594.16207603
uttarakhand,dehradun,248001,2018,2,464526,908634049.1026804,124628,261465699.4827249
uttarakhand,udham singh nagar,263153,2018,3,635903,750899273.4469256,183820,224233979.6017964
uttarakhand,dehradun,263153,2018,4,839564,1866928298.8196144,264519,332056289.2598503
uttarakhand,udham singh nagar,263153,2019,1,1872126,1489217231.3368738,657220,469316163.73215765
uttarakhand,dehradun,248001,2019,2,1628356,3149635867.735813,620613,1256102664.8193617
uttarakhand,dehradun,248001,2019,3,2163047,3787761714.5911207,767605,1540174244.947864
uttarakhand,dehradun,248001,2019,4,3069497,4994340229.552402,1059516,2100745455.8652391
uttarakhand,dehradun,248001,2020,1,4292172,7855577949.518105,1786332,3988026320.4777536
uttarakhand,dehradun,248001,2020,2,3619286,7204561616.480451,1605883,3891229543.3291807
uttarakhand,dehradun,248001,2020,3,4899672,9682445376.09395,2312196,5346194976.125801
uttarakhand,dehradun,248001,2020,4,7225475,12878001020.781935,2980891,6164829357.565722
uttarakhand,dehradun,248001,2021,1,10341368,16714266661.471684,5324869,9536164963.687986
uttarakhand,dehradun,248001,2021,2,11452915,18841754559.75351,6526556,11435673950.176699
uttarakhand,dehradun,248001,2021,3,15063442,22990701165.284508,8324937,13319500529.675585
uttarakhand,dehradun,248001,2021,4,20099531,30616000516.70843,11068155,18148561508.00067
uttarakhand,dehradun,248001,2022,1,22257700,33123635654.16364,12852428,20277822711.230972
uttarakhand,dehradun,248001,2022,2,28405360,40081073999.877716,16099731,24063699804.410492
uttarakhand,dehradun,248001,2022,3,31286908,43421889600.77414,19127567,27902445785.856255
uttarakhand,dehradun,248001,2022,4,40807331,58612213437.28185,27106793,41385899667.74322
uttarakhand,dehradun,248001,2023,1,28447368,33916386161.0,7563043,9147895394.0
uttarakhand,dehradun,248001,2023,2,34692859,40261073972.0,8862026,10369873258.0
uttarakhand,dehradun,248001,2023,3,36594851,40603170022.0,9685199,10840822412.0
uttarakhand,dehradun,248001,2023,4,39924330,45527971116.0,10334868,11999443308.0
west-bengal,birbhum,731101,2018,1,2125816,2520486412.452376,1764956,2366771285.7278423
west-bengal,birbhum,731101,2018,2,2775489,3988930679.767912,2134258,3697928407.6030483
west-bengal,birbhum,731101,2018,3,6066238,6130627463.516832,2644866,4429377129.783087
west-bengal,kolkata,731101,2018,4,5401244,8502095208.881001,3284268,5847016363.011223
west-bengal,kolkata,700009,2019,1,9807639,12332944237.04475,6353573,7885002278.529918
west-bengal,kolkata,700009,2019,2,13259522,17260848900.77318,9694969,12068405239.946836
west-bengal,kolkata,700009,2019,3,16306691,21451201632.248753,11494363,14573984421.133255
west-bengal,kolkata,700009,2019,4,21917627,26475748918.32508,16310685,18429094743.25623
west-bengal,kolkata,700009,2020,1,18756562,33530346186.636322,13084249,24503076745.659294
west-bengal,kolkata,700009,2020,2,12981198,28320831275.65245,8443615,21120052662.569656
west-bengal,kolkata,700009,2020,3,20532488,47965864187.61055,14161961,35897930520.847115
west-bengal,kolkata,700009,2020,4,21348317,48043058849.4187,11305243,28555964654.220165
west-bengal,kolkata,700009,2021,1,33156725,67772051033.458176,22636620,46588327733.58736
west-bengal,kolkata,700009,2021,2,41726247,80954850438.57185,30775525,59587220231.94325
west-bengal,kolkata,700009,2021,3,55166796,108533947842.03369,39926216,77196918605.22375
west-bengal,kolkata,700009,2021,4,65708533,131156784692.10446,46428076,90799321494.7185
west-bengal,kolkata,700009,2022,1,76392752,155417783792.6444,54223924,109175153057.4741
west-bengal,kolkata,700009,2022,2,94525113,185459902953.69675,67157736,130052677445.67651
west-bengal,kolkata,700039,2022,3,120867251,228807547826.57977,82900479,153815755896.18814
west-bengal,kolkata,700039,2022,4,151040298,280225478481.87036,119193886,219834107643.85355
west-bengal,north twenty four parganas,700156,2023,1,82336235,134391026103.0,5958877,5609483195.0
west-bengal,north twenty four parganas,700156,2023,2,96628528,151571700376.0,6927595,6467350121.0
west-bengal,north twenty four parganas,700156,2023,3,113910456,166844566801.0,8289388,7339618058.0
west-bengal,north twenty four parganas,700156,2023,4,128343164,186466249070.0,8786298,7815868697.0
